Bin,Classification,Genome_Length,Completeness,Redundancy
3300026283-bin.11,f__Rhodobacteraceae,3.945089,92.1994949494949,1.82828282828283
3300026283-bin.13,f__Xanthomonadaceae,3.628147,99.7610837438423,0.890804597701149
3300026283-bin.17,f__Rhodobacteraceae,4.419502,98.2323232323232,1.06682206682207
3300026283-bin.18,k__Bacteria,3.170547,98.3606557377049,1.36612021857923
3300026283-bin.19,p__Bacteroidetes,2.979717,99.0147783251231,0.985221674876847
3300026283-bin.20,o__Actinomycetales,4.155238,98.9189189189189,1.08108108108108
3300026283-bin.21,o__Rhizobiales,5.083925,99.5820271682341,1.88087774294671
3300026283-bin.22,o__Actinomycetales,3.091566,94.8648648648649,2.16216216216216
3300026283-bin.24,o__Rhizobiales,3.784231,99.6835443037975,0.0287686996547756
3300026283-bin.26,o__Flavobacteriales,2.829154,99.5098039215686,0.245098039215686
3300026283-bin.28,o__Sphingomonadales,4.481396,99.9799237100984,1.55591246737603
3300026283-bin.2,c__Betaproteobacteria,3.934843,99.3650793650794,0
3300026283-bin.31,c__Betaproteobacteria,4.707168,99.8412698412698,0.238095238095238
3300026283-bin.4,f__Xanthomonadaceae,2.875643,98.9080459770115,0
3300026283-bin.8,f__Rhodobacteraceae,3.399877,91.3613053613054,1.38888888888889
3300026284-bin.13,o__Flavobacteriales,2.726169,97.6307189542484,0.898692810457516
3300026284-bin.14,o__Rhizobiales,3.988032,95.0310481867859,1.66211293260474
3300026284-bin.15,f__Xanthomonadaceae,2.88815,99.0229885057471,0.344827586206897
3300026284-bin.16,p__Bacteroidetes,3.737085,99.5073891625616,0
3300026284-bin.18,f__Comamonadaceae,3.458563,94.3319211341046,2.43550051599587
3300026284-bin.20,p__Bacteroidetes,3.7245,99.5073891625616,0
3300026284-bin.28,p__Bacteroidetes,4.19613,99.0147783251231,0.492610837438424
3300026284-bin.31,o__Rhizobiales,4.447013,97.8725782414307,1.183970856102
3300026284-bin.33,f__Xanthomonadaceae,4.098087,99.2266009852217,0.632183908045977
3300026284-bin.34,c__Betaproteobacteria,3.8965,96.031746031746,6.2962962962963
3300026284-bin.37,f__Flavobacteriaceae,2.778093,98.5360928823826,1.29564193168433
3300026284-bin.6,o__Actinomycetales,3.355964,98.9189189189189,0
3300026284-bin.7,o__Rhizobiales,4.873683,97.4358974358974,0.783699059561129
3300026284-bin.9,c__Betaproteobacteria,4.755952,99.8412698412698,0.238095238095238
3300026286-bin.15,o__Actinomycetales,3.641867,98.6486486486486,0.725868725868726
3300026286-bin.16,f__Rhodobacteraceae,3.948322,94.6515151515152,1.81818181818182
3300026286-bin.17,k__Bacteria,7.402417,93.6363636363636,0
3300026286-bin.18,o__Burkholderiales,3.242642,94.4650948739734,1.43302180685358
3300026286-bin.19,o__Burkholderiales,3.490759,99.9104361370716,0.934579439252336
3300026286-bin.1,f__Xanthomonadaceae,2.745507,99.0229885057471,0
3300026286-bin.21,o__Burkholderiales,4.501508,99.8442367601246,0.21417445482866
3300026286-bin.24,o__Actinomycetales,3.05691,98.018018018018,0.540540540540541
3300026286-bin.25,c__Betaproteobacteria,4.295075,100,0
3300026286-bin.27,o__Actinomycetales,4.129518,98.9189189189189,0.594594594594595
3300026286-bin.28,k__Bacteria,4.306304,92.8779599271403,0.728597449908925
3300026286-bin.36,k__Bacteria,4.712587,92.3076923076923,0.56980056980057
3300026286-bin.37,p__Bacteroidetes,3.880715,99.0476190476191,0.238095238095238
3300026286-bin.3,p__Bacteroidetes,3.173705,99.0476190476191,0.476190476190476
3300026286-bin.4,c__Alphaproteobacteria,2.855279,97.45670995671,0.324675324675325
3300026286-bin.7,k__Bacteria,5.867833,93.6363636363636,0.909090909090909
3300026286-bin.8,o__Actinomycetales,2.771864,92.9335016835017,0.298438934802571
3300026287-bin.10,o__Burkholderiales,3.389433,98.481308411215,0.58411214953271
3300026287-bin.12,f__Rhodobacteraceae,4.191115,92.8220668220668,1.06060606060606
3300026287-bin.13,p__Bacteroidetes,4.189527,99.5073891625616,0
3300026287-bin.14,o__Burkholderiales,5.369084,92.3356900109236,1.19742990654206
3300026287-bin.15,f__Rhodobacteraceae,3.538104,96.6666666666667,0.555555555555555
3300026287-bin.17,o__Rhizobiales,3.938694,99.6835443037975,0.0287686996547756
3300026287-bin.18,f__Rhodobacteraceae,4.840074,98.9393939393939,1.73520923520924
3300026287-bin.19,k__Bacteria,3.839038,98.2758620689655,13.7931034482759
3300026287-bin.1,f__Xanthomonadaceae,2.902371,99.0229885057471,0
3300026287-bin.22,f__Rhodobacteraceae,3.885667,98.6262626262626,0.818181818181818
3300026287-bin.24,o__Rhizobiales,4.883806,95.1933124346917,4.96342737722048
3300026287-bin.25,c__Alphaproteobacteria,2.784255,99.3506493506493,1.46103896103896
3300026287-bin.29,c__Alphaproteobacteria,3.105221,100,0
3300026287-bin.35,o__Sphingomonadales,4.915078,99.9799237100984,1.67235494880546
3300026287-bin.36,o__Flavobacteriales,2.749722,100,0.245098039215686
3300026287-bin.37,f__Xanthomonadaceae,3.524528,95.611658456486,0.701149425287356
3300026287-bin.38,c__Alphaproteobacteria,2.662444,100,0.324675324675325
3300026287-bin.39,o__Actinomycetales,3.089216,98.018018018018,0.540540540540541
3300026287-bin.40,o__Rhodospirillales,3.688258,99.0049751243781,0.746268656716418
3300026287-bin.4,o__Rhizobiales,5.717539,99.5081967213115,2.18579234972678
3300026287-bin.7,f__Xanthomonadaceae,3.608178,99.9507389162562,0.890804597701149
3300026287-bin.8,o__Rhizobiales,4.322347,99.0983606557377,1.22950819672131
3300026288-bin.13,c__Betaproteobacteria,4.740729,99.8412698412698,0.238095238095238
3300026288-bin.15,p__Bacteroidetes,3.667562,96.5346534653465,0.495049504950495
3300026288-bin.16,p__Bacteroidetes,4.117668,97.0443349753695,0
3300026288-bin.17,k__Bacteria,5.081691,97.4358974358974,0.56980056980057
3300026288-bin.18,o__Rhizobiales,3.929675,99.6835443037975,0.0287686996547756
3300026288-bin.19,f__Rhodobacteraceae,3.981499,99.5353535353536,0.757575757575758
3300026288-bin.1,k__Bacteria,3.280003,93.8481590094493,0.537634408602151
3300026288-bin.23,o__Burkholderiales,4.265696,98.481308411215,0.981308411214953
3300026288-bin.26,f__Comamonadaceae,3.811961,97.5585247949595,3.39009287925697
3300026288-bin.30,f__Flavobacteriaceae,3.379531,98.7632508833922,0.530035335689046
3300026288-bin.31,c__Alphaproteobacteria,2.520407,96.2792348344296,0.419126328217237
3300026288-bin.32,p__Bacteroidetes,5.939362,97.029702970297,0.99009900990099
3300026288-bin.34,o__Burkholderiales,5.528788,98.9485981308411,0.233644859813084
3300026288-bin.36,c__Alphaproteobacteria,2.602594,99.9458874458875,0.243506493506494
3300026288-bin.39,o__Actinomycetales,3.067318,95.8558558558559,0.585585585585586
3300026288-bin.3,k__Bacteria,3.157517,98.3050847457627,2.82485875706215
3300026288-bin.41,c__Betaproteobacteria,4.173611,100,0.742296918767507
3300026288-bin.42,f__Xanthomonadaceae,2.566944,92.816091954023,0.344827586206897
3300026288-bin.43,o__Actinomycetales,4.195066,99.4535519125683,1.91256830601093
3300026288-bin.45,o__Burkholderiales,3.349126,99.7663551401869,0.467289719626168
3300026288-bin.46,o__Cytophagales,4.741348,95.734126984127,0.892857142857143
3300026288-bin.5,o__Flavobacteriales,2.81079,99.5098039215686,0.408496732026144
3300026288-bin.6,k__Bacteria,3.165353,93.9814814814815,0.925925925925926
3300026288-bin.8,p__Bacteroidetes,4.410625,99.5073891625616,0
3300026288-bin.9,f__Rhodobacteraceae,4.735118,98.7878787878788,1.71717171717172
3300026289-bin.10,k__Bacteria,3.155437,97.8142076502732,1.36612021857923
3300026289-bin.12,f__Comamonadaceae,3.61163,94.5603172016729,1.03199174406605
3300026289-bin.13,c__Alphaproteobacteria,2.493674,95.7251082251082,0.011595547309833
3300026289-bin.15,o__Actinomycetales,2.6954,96.8810916179337,0
3300026289-bin.17,f__Xanthomonadaceae,3.976034,99.9507389162562,0.775862068965517
3300026289-bin.18,k__Bacteria,4.444032,100,12.7586206896552
3300026289-bin.19,c__Alphaproteobacteria,4.460531,97.7826086956522,0
3300026289-bin.20,o__Actinomycetales,4.073711,98.9189189189189,0.720720720720721
3300026289-bin.21,f__Rhodobacteraceae,3.485322,91.205044955045,1.51515151515152
3300026289-bin.22,f__Rhodobacteraceae,4.84244,99.6969696969697,0.681818181818182
3300026289-bin.23,o__Rhizobiales,4.334506,99.0983606557377,0.922131147540984
3300026289-bin.24,o__Rhizobiales,5.028743,99.2685475444096,0.783699059561129
3300026289-bin.26,o__Rhizobiales,3.918535,99.6835443037975,0.0287686996547756
3300026289-bin.28,k__Bacteria,3.5944,100,1.61290322580645
3300026289-bin.2,o__Flavobacteriales,2.542409,100,0.245098039215686
3300026289-bin.34,c__Alphaproteobacteria,2.355346,92.35853432282,0.173160173160173
3300026289-bin.37,o__Clostridiales,3.076724,95.7446808510638,1.77304964539007
3300026289-bin.38,f__Rhodobacteraceae,4.319231,97.468253968254,0.833333333333333
3300026289-bin.39,f__Xanthomonadaceae,3.754779,93.3212917350848,2.17528735632184
3300026289-bin.41,c__Alphaproteobacteria,2.604307,97.7272727272727,0
3300026289-bin.45,o__Flavobacteriales,2.565715,98.5294117647059,0.245098039215686
3300026289-bin.48,o__Burkholderiales,5.308112,95.7195558990935,5.22196261682243
3300026289-bin.6,o__Actinomycetales,4.094279,99.2714025500911,0.546448087431694
3300026289-bin.8,k__Bacteria,5.404157,96.2962962962963,0
3300026289-bin.9,c__Betaproteobacteria,4.293485,99.2857142857143,0.0280112044817927
3300026299-bin.10,o__Actinomycetales,4.04806,99.4535519125683,0.624512099921936
3300026299-bin.12,f__Xanthomonadaceae,3.834866,99.6059113300493,0.977011494252873
3300026299-bin.13,o__Flavobacteriales,2.741054,99.0196078431373,0.898692810457516
3300026299-bin.15,f__Comamonadaceae,3.922012,99.9484004127967,0.939112487100103
3300026299-bin.16,p__Bacteroidetes,4.937381,99.5238095238095,1.9047619047619
3300026299-bin.18,c__Alphaproteobacteria,2.540815,98.536852757632,0.595238095238095
3300026299-bin.21,k__Bacteria,3.804921,97.5409836065574,0.564663023679417
3300026299-bin.22,o__Actinomycetales,3.08373,98.018018018018,0.540540540540541
3300026299-bin.24,f__Xanthomonadaceae,3.652684,96.0798533363188,2.27011494252874
3300026299-bin.25,o__Rhizobiales,4.163543,99.0983606557377,1.33196721311475
3300026299-bin.26,f__Rhodobacteraceae,3.808849,99.3333333333333,0.151515151515152
3300026299-bin.32,o__Clostridiales,3.041646,98.5815602836879,1.77304964539007
3300026299-bin.3,o__Rhizobiales,4.877364,97.3092998955068,1.72413793103448
3300026299-bin.40,o__Cytophagales,7.306751,99.1071428571429,0.595238095238095
3300026299-bin.41,c__Alphaproteobacteria,2.543239,99.8699893180412,1.53925619834711
3300026299-bin.43,f__Xanthomonadaceae,4.357926,99.8817733990148,0.666666666666667
3300026299-bin.44,f__Xanthomonadaceae,2.861602,99.0229885057471,0
3300026299-bin.47,o__Rhizobiales,3.451436,95.0783699059561,3.06513409961686
3300026299-bin.49,f__Rhodobacteraceae,4.966873,99.6969696969697,0.606060606060606
3300026299-bin.4,o__Rhizobiales,3.928868,99.6835443037975,0.0287686996547756
3300026299-bin.50,p__Bacteroidetes,4.096449,95.5665024630542,0
3300026299-bin.5,k__Bacteria,4.332668,97.4860335195531,4.65549348230912
3300026299-bin.9,c__Betaproteobacteria,4.437306,100,2.17086834733894
3300026302-bin.10,f__Comamonadaceae,3.876006,99.9484004127967,1.04231166150671
3300026302-bin.13,c__Betaproteobacteria,4.30404,100,0
3300026302-bin.17,c__Betaproteobacteria,4.687952,99.8412698412698,0.238095238095238
3300026302-bin.18,o__Burkholderiales,4.424497,99.8442367601246,0.058411214953271
3300026302-bin.19,o__Actinomycetales,3.537019,97.2972972972973,0.648648648648649
3300026302-bin.20,o__Burkholderiales,3.508081,100,0.700934579439252
3300026302-bin.24,k__Bacteria,4.15998,98.8826815642458,0.558659217877095
3300026302-bin.25,o__Rhizobiales,4.231623,94.9934102465748,0.395569620253165
3300026302-bin.26,o__Actinomycetales,3.142539,98.018018018018,0.617760617760618
3300026302-bin.27,p__Bacteroidetes,3.975247,97.3070607553366,1.97044334975369
3300026302-bin.28,o__Burkholderiales,3.928692,91.3209531901121,0.58411214953271
3300026302-bin.30,o__Rhizobiales,3.26323,97.9101358411703,0
3300026302-bin.31,o__Burkholderiales,3.411196,99.2565845369584,0.962900028320589
3300026302-bin.32,p__Bacteroidetes,3.899556,99.5238095238095,0
3300026302-bin.40,o__Actinomycetales,3.863479,96.9164715066354,1.09289617486339
3300026302-bin.42,o__Rhizobiales,3.520126,98.2758620689655,0
3300026302-bin.45,o__Cytophagales,7.522441,100,0
3300026302-bin.46,f__Xanthomonadaceae,3.641589,99.9507389162562,0.890804597701149
3300026302-bin.47,f__Xanthomonadaceae,2.992856,99.0229885057471,0
3300026302-bin.52,o__Clostridiales,2.542418,96.4539007092199,1.77304964539007
3300026302-bin.58,c__Betaproteobacteria,3.799466,96.1492890995261,6.77849837864804
3300026302-bin.59,f__Xanthomonadaceae,3.663872,98.0985432192329,0.882594417077176
3300026302-bin.60,o__Burkholderiales,6.157568,98.0919003115265,0.514018691588785
3300026302-bin.61,f__Rhodobacteraceae,4.773805,99.0909090909091,1.18686868686869
3300026302-bin.62,k__Bacteria,5.174124,97.4358974358974,0.56980056980057
3300026302-bin.9,o__Flavobacteriales,2.734589,100,0.245098039215686
3300026303-bin.12,o__Rhizobiales,4.867281,96.6562173458725,5.49634273772205
3300026303-bin.15,o__Rhizobiales,4.114648,98.2786885245902,0.922131147540984
3300026303-bin.18,c__Betaproteobacteria,4.673485,99.3650793650794,0.238095238095238
3300026303-bin.19,o__Rhizobiales,5.67164,94.1430700447094,2.73224043715847
3300026303-bin.22,f__Xanthomonadaceae,3.519879,93.7659849728815,1.88192267502612
3300026303-bin.24,o__Rhizobiales,5.399698,94.1958495460441,1.41807176826632
3300026303-bin.25,c__Betaproteobacteria,4.344974,100,0.0280112044817927
3300026303-bin.26,f__Rhodobacteraceae,4.258959,98.8535353535354,1.79098679098679
3300026303-bin.27,f__Xanthomonadaceae,2.498281,97.8965517241379,1.02873563218391
3300026303-bin.28,o__Rhizobiales,3.907283,99.6835443037975,0.215765247410817
3300026303-bin.29,f__Rhodobacteraceae,4.082262,97.7929292929293,1.07864357864358
3300026303-bin.2,f__Rhodobacteraceae,3.812335,99.3333333333333,0.151515151515152
3300026303-bin.30,c__Alphaproteobacteria,3.133592,99.512987012987,1.76111767020858
3300026303-bin.32,f__Xanthomonadaceae,4.41265,99.8817733990148,0.666666666666667
3300026303-bin.33,f__Xanthomonadaceae,3.813763,98.8300492610838,0.804597701149425
3300026303-bin.37,o__Flavobacteriales,2.757121,100,0.245098039215686
3300026303-bin.38,o__Rhizobiales,3.649163,94.8981619473423,1.05191256830601
3300026303-bin.41,o__Actinomycetales,4.012819,97.8378378378378,0
3300026303-bin.42,p__Bacteroidetes,4.147469,98.0295566502463,0
3300026303-bin.46,o__Actinomycetales,4.070868,99.4535519125683,0.546448087431694
3300026303-bin.53,c__Alphaproteobacteria,2.662556,99.3506493506493,0.162337662337662
