locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHPJCNLP_00027	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
BHPJCNLP_00028	CDS	357				hypothetical protein
BHPJCNLP_00029	CDS	462				hypothetical protein
BHPJCNLP_00030	CDS	642				hypothetical protein
BHPJCNLP_00031	CDS	5115		3.4.21.50		Protease 1
BHPJCNLP_00032	CDS	3585		3.4.21.50		Protease 1
BHPJCNLP_00033	CDS	1014				hypothetical protein
BHPJCNLP_00034	CDS	426				hypothetical protein
BHPJCNLP_00035	CDS	999		3.5.1.26		N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase
BHPJCNLP_00036	CDS	1344				hypothetical protein
BHPJCNLP_00037	CDS	2607	gyrA_1	5.99.1.3	COG0188	DNA gyrase subunit A
BHPJCNLP_00038	CDS	1176	bshA_1	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
BHPJCNLP_00039	CDS	1029	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BHPJCNLP_00040	CDS	768	tpiA	5.3.1.1		Triosephosphate isomerase
BHPJCNLP_00041	CDS	1191	glmU	2.3.1.157		Bifunctional protein GlmU
BHPJCNLP_00042	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
BHPJCNLP_00043	CDS	492				hypothetical protein
BHPJCNLP_00044	CDS	2460				hypothetical protein
BHPJCNLP_00045	CDS	1293	lgt	2.4.99.-		Prolipoprotein diacylglyceryl transferase
BHPJCNLP_00046	CDS	414				hypothetical protein
BHPJCNLP_00047	CDS	438			COG0071	18 kDa heat shock protein
BHPJCNLP_00048	CDS	1287				hypothetical protein
BHPJCNLP_00049	CDS	471				hypothetical protein
BHPJCNLP_00050	CDS	1431	speA	4.1.1.19		Biosynthetic arginine decarboxylase
BHPJCNLP_00051	CDS	345	rplT		COG0292	50S ribosomal protein L20
BHPJCNLP_00052	CDS	198	rpmI		COG0291	50S ribosomal protein L35
BHPJCNLP_00053	CDS	396				hypothetical protein
BHPJCNLP_00054	CDS	573	infC			Translation initiation factor IF-3
BHPJCNLP_00055	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
BHPJCNLP_00056	CDS	1221				hypothetical protein
BHPJCNLP_00057	CDS	1014				hypothetical protein
BHPJCNLP_00058	CDS	723	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BHPJCNLP_00059	CDS	3150				hypothetical protein
BHPJCNLP_00060	CDS	2415	bamA_1			Outer membrane protein assembly factor BamA
BHPJCNLP_00061	CDS	747	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
BHPJCNLP_00062	CDS	1119	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
BHPJCNLP_00063	CDS	1296				hypothetical protein
BHPJCNLP_00064	CDS	657	tal	2.2.1.2	COG0176	Transaldolase
BHPJCNLP_00065	CDS	786				hypothetical protein
BHPJCNLP_00066	CDS	807	fkbM	2.1.1.-		31-O-demethyl-FK506 methyltransferase FkbM
BHPJCNLP_00067	CDS	750	sunS	2.4.1.-	COG0463	SPBc2 prophage-derived glycosyltransferase SunS
BHPJCNLP_00068	CDS	1191	mshA_1	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
BHPJCNLP_00069	CDS	906				hypothetical protein
BHPJCNLP_00070	CDS	813	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
BHPJCNLP_00071	tRNA	85				tRNA-Leu(cag)
BHPJCNLP_00072	CDS	246				hypothetical protein
BHPJCNLP_00073	CDS	1044	adhc1	1.1.1.2	COG1064	NADP-dependent alcohol dehydrogenase C 1
BHPJCNLP_00074	CDS	1137	czcB_1			Cobalt-zinc-cadmium resistance protein CzcB
BHPJCNLP_00075	CDS	4374	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
BHPJCNLP_00076	CDS	366				hypothetical protein
BHPJCNLP_00077	CDS	537				hypothetical protein
BHPJCNLP_00078	CDS	495	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
BHPJCNLP_00079	CDS	552				hypothetical protein
BHPJCNLP_00080	CDS	195	rpmF			50S ribosomal protein L32
BHPJCNLP_00081	CDS	978	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
BHPJCNLP_00082	CDS	570				hypothetical protein
BHPJCNLP_00083	CDS	1641				hypothetical protein
BHPJCNLP_00084	CDS	3078	lapB			Lipopolysaccharide assembly protein B
BHPJCNLP_00085	CDS	303	clpS			ATP-dependent Clp protease adapter protein ClpS
BHPJCNLP_00086	CDS	651	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
BHPJCNLP_00087	CDS	204				hypothetical protein
BHPJCNLP_00088	CDS	255				hypothetical protein
BHPJCNLP_00089	CDS	813	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
BHPJCNLP_00090	CDS	696				hypothetical protein
BHPJCNLP_00091	CDS	699				hypothetical protein
BHPJCNLP_00092	CDS	2523				hypothetical protein
BHPJCNLP_00093	CDS	636	ndx1	3.6.1.61	COG0494	Diadenosine hexaphosphate hydrolase
BHPJCNLP_00094	CDS	435		3.1.2.-	COG2050	Putative esterase
BHPJCNLP_00095	CDS	474	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
BHPJCNLP_00096	CDS	924	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
BHPJCNLP_00097	CDS	1167	resA_2			Thiol-disulfide oxidoreductase ResA
BHPJCNLP_00098	CDS	1125	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
BHPJCNLP_00099	CDS	1071	mdtA			Multidrug resistance protein MdtA
BHPJCNLP_00100	CDS	3120	mdtC_1			Multidrug resistance protein MdtC
BHPJCNLP_00101	CDS	1329	tolC			Outer membrane protein TolC
BHPJCNLP_00102	CDS	519	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BHPJCNLP_00103	CDS	915				hypothetical protein
BHPJCNLP_00104	CDS	1593	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
BHPJCNLP_00105	CDS	1311	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
BHPJCNLP_00106	CDS	453				hypothetical protein
BHPJCNLP_00107	CDS	150				hypothetical protein
BHPJCNLP_00108	CDS	1194		2.6.1.1		Aspartate aminotransferase
BHPJCNLP_00109	CDS	552	mepS_1	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
BHPJCNLP_00110	CDS	3021	secDF		COG0341	Protein translocase subunit SecDF
BHPJCNLP_00111	CDS	408				hypothetical protein
BHPJCNLP_00112	CDS	1809				hypothetical protein
BHPJCNLP_00113	CDS	1872				hypothetical protein
BHPJCNLP_00114	CDS	1299				hypothetical protein
BHPJCNLP_00115	CDS	384	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
BHPJCNLP_00116	CDS	567				hypothetical protein
BHPJCNLP_00117	CDS	1566	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
BHPJCNLP_00118	CDS	1470	flp_1			Protein flp
BHPJCNLP_00119	CDS	1311	yxeP_1	3.-.-.-	COG1473	putative hydrolase YxeP
BHPJCNLP_00120	CDS	630	vfr		COG0664	Cyclic AMP receptor-like protein
BHPJCNLP_00121	CDS	1224	tetA			Tetracycline resistance protein, class C
BHPJCNLP_00122	CDS	459				hypothetical protein
BHPJCNLP_00123	CDS	1323	lysC_1	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
BHPJCNLP_00124	CDS	1083	yjmC	1.1.1.-	COG2055	putative oxidoreductase YjmC
BHPJCNLP_00125	CDS	465				hypothetical protein
BHPJCNLP_00126	CDS	1101	tolB_1		COG0823	Protein TolB
BHPJCNLP_00127	CDS	822	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BHPJCNLP_00128	CDS	648	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
BHPJCNLP_00129	CDS	1053	pbpE_1		COG1680	Penicillin-binding protein 4*
BHPJCNLP_00130	CDS	453				hypothetical protein
BHPJCNLP_00131	CDS	1212	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
BHPJCNLP_00132	CDS	1044	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
BHPJCNLP_00133	CDS	465	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
BHPJCNLP_00134	CDS	1290				hypothetical protein
BHPJCNLP_00135	CDS	939	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
BHPJCNLP_00136	CDS	882				hypothetical protein
BHPJCNLP_00137	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
BHPJCNLP_00138	CDS	321				hypothetical protein
BHPJCNLP_00139	tRNA	76				tRNA-Val(tac)
BHPJCNLP_00140	CDS	393				hypothetical protein
BHPJCNLP_00141	CDS	591				hypothetical protein
BHPJCNLP_00142	CDS	1485		5.3.1.29		Putative thiazole biosynthetic enzyme
BHPJCNLP_00143	CDS	1440	exuT_1			Hexuronate transporter
BHPJCNLP_00144	CDS	666	kdgA		COG0800	KHG/KDPG aldolase
BHPJCNLP_00145	CDS	453			COG2731	putative protein
BHPJCNLP_00146	CDS	1026	kdgK_1	2.7.1.45		2-dehydro-3-deoxygluconokinase
BHPJCNLP_00147	CDS	1032	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
BHPJCNLP_00148	CDS	906	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
BHPJCNLP_00149	CDS	765	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
BHPJCNLP_00150	CDS	1401	uxaC	5.3.1.12	COG1904	Uronate isomerase
BHPJCNLP_00151	CDS	816	uxuB	1.-.-.-	COG1028	putative oxidoreductase UxuB
BHPJCNLP_00152	CDS	1644	uxaA	4.2.1.7	COG2721	Altronate dehydratase
BHPJCNLP_00153	CDS	1443	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
BHPJCNLP_00154	CDS	1896	yteR_1	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
BHPJCNLP_00155	CDS	1641	pehX_1	3.2.1.82		Exo-poly-alpha-D-galacturonosidase
BHPJCNLP_00156	CDS	426				hypothetical protein
BHPJCNLP_00157	CDS	1398	yteT_1	1.-.-.-	COG0673	Putative oxidoreductase YteT
BHPJCNLP_00158	CDS	1602	xloA	3.2.1.72		Xylan 1,3-beta-xylosidase
BHPJCNLP_00159	CDS	909	axeA1	3.1.1.72	COG0657	Acetylxylan esterase
BHPJCNLP_00160	CDS	1023	pemA	3.1.1.11		Pectinesterase A
BHPJCNLP_00161	CDS	765	rhgT_1	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
BHPJCNLP_00162	CDS	1410				hypothetical protein
BHPJCNLP_00163	CDS	1818				hypothetical protein
BHPJCNLP_00164	CDS	204				hypothetical protein
BHPJCNLP_00165	CDS	2988	susC_1			TonB-dependent receptor SusC
BHPJCNLP_00166	CDS	1062	cytR		COG1609	HTH-type transcriptional repressor CytR
BHPJCNLP_00167	CDS	1320				hypothetical protein
BHPJCNLP_00168	CDS	483				hypothetical protein
BHPJCNLP_00169	CDS	579				hypothetical protein
BHPJCNLP_00170	CDS	2364				hypothetical protein
BHPJCNLP_00171	tRNA	89				tRNA-Ser(tga)
BHPJCNLP_00172	CDS	432				hypothetical protein
BHPJCNLP_00173	CDS	402				hypothetical protein
BHPJCNLP_00174	CDS	2118	mutS2_1	3.1.-.-		Endonuclease MutS2
BHPJCNLP_00175	CDS	957				hypothetical protein
BHPJCNLP_00176	CDS	567	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
BHPJCNLP_00177	CDS	723		1.14.11.56		L-proline cis-4-hydroxylase
BHPJCNLP_00178	CDS	834				hypothetical protein
BHPJCNLP_00179	CDS	255	parD1		COG3609	Antitoxin ParD1
BHPJCNLP_00180	CDS	300	parE1		COG3668	Toxin ParE1
BHPJCNLP_00181	CDS	1149				hypothetical protein
BHPJCNLP_00182	CDS	1284			COG1228	putative protein
BHPJCNLP_00183	CDS	318	trxA_1			Thioredoxin 1
BHPJCNLP_00184	CDS	555				hypothetical protein
BHPJCNLP_00185	CDS	561				hypothetical protein
BHPJCNLP_00186	CDS	1305	pepT	3.4.11.4	COG2195	Peptidase T
BHPJCNLP_00187	CDS	1233	ispH1	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 1
BHPJCNLP_00188	CDS	693	cmk	2.7.4.25	COG0283	Cytidylate kinase
BHPJCNLP_00189	CDS	501				hypothetical protein
BHPJCNLP_00190	CDS	2565	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
BHPJCNLP_00191	CDS	384				hypothetical protein
BHPJCNLP_00192	CDS	927	rbn	3.1.-.-	COG1234	Ribonuclease BN
BHPJCNLP_00193	CDS	1110	ybbA		COG2819	putative protein YbbA
BHPJCNLP_00194	CDS	870	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
BHPJCNLP_00195	CDS	984	accA	6.4.1.2	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
BHPJCNLP_00196	CDS	1407				hypothetical protein
BHPJCNLP_00197	CDS	819				hypothetical protein
BHPJCNLP_00198	CDS	444	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
BHPJCNLP_00199	CDS	486	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
BHPJCNLP_00200	CDS	1158				hypothetical protein
BHPJCNLP_00201	CDS	723				hypothetical protein
BHPJCNLP_00202	CDS	1017	rfaE	2.7.1.167	COG2870	D-beta-D-heptose 7-phosphate kinase
BHPJCNLP_00203	CDS	1452	steT_1		COG0531	Serine/threonine exchanger SteT
BHPJCNLP_00204	CDS	2475	ptpA	3.4.14.12	COG1506	Prolyl tripeptidyl peptidase
BHPJCNLP_00205	CDS	597	ahpE	1.11.1.15	COG1225	Alkyl hydroperoxide reductase E
BHPJCNLP_00206	CDS	1209				hypothetical protein
BHPJCNLP_00207	CDS	1482				hypothetical protein
BHPJCNLP_00208	CDS	966	auaH_1	1.1.1.394		Aurachin B dehydrogenase
BHPJCNLP_00209	CDS	855	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
BHPJCNLP_00210	CDS	990		5.1.3.2	COG1088	UDP-glucose 4-epimerase
BHPJCNLP_00211	CDS	1344	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
BHPJCNLP_00212	CDS	1119	wbpE	2.6.1.98	COG0399	UDP-2-acetamido-2-deoxy-3-oxo-D-glucuronate aminotransferase
BHPJCNLP_00213	CDS	141				hypothetical protein
BHPJCNLP_00214	CDS	1224	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BHPJCNLP_00215	CDS	1017				hypothetical protein
BHPJCNLP_00216	CDS	579	tdk	2.7.1.21	COG1435	Thymidine kinase
BHPJCNLP_00217	CDS	660				hypothetical protein
BHPJCNLP_00218	CDS	1194				hypothetical protein
BHPJCNLP_00219	CDS	1263	spmB			Spore maturation protein B
BHPJCNLP_00220	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
BHPJCNLP_00221	CDS	741	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
BHPJCNLP_00222	CDS	1986	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
BHPJCNLP_00223	CDS	921	fklB_1	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
BHPJCNLP_00224	CDS	1014	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
BHPJCNLP_00225	CDS	1230				hypothetical protein
BHPJCNLP_00226	CDS	1836	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
BHPJCNLP_00227	CDS	1578	egtB	1.14.99.-		Hercynine oxygenase
BHPJCNLP_00228	CDS	1281	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
BHPJCNLP_00229	CDS	465				hypothetical protein
BHPJCNLP_00230	CDS	2337	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
BHPJCNLP_00231	CDS	744	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
BHPJCNLP_00232	CDS	804	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
BHPJCNLP_00233	CDS	546				hypothetical protein
BHPJCNLP_00234	CDS	792				hypothetical protein
BHPJCNLP_00235	CDS	873	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
BHPJCNLP_00236	CDS	6138				hypothetical protein
BHPJCNLP_00237	CDS	1074	ykfA_1	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
BHPJCNLP_00238	CDS	918	ykfA_2	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
BHPJCNLP_00239	CDS	1041	hcf136_1			Ycf48-like protein
BHPJCNLP_00240	CDS	333				hypothetical protein
BHPJCNLP_00241	CDS	2628	mutS_1		COG0249	DNA mismatch repair protein MutS
BHPJCNLP_00242	CDS	543				hypothetical protein
BHPJCNLP_00243	CDS	1131				hypothetical protein
BHPJCNLP_00244	CDS	132				hypothetical protein
BHPJCNLP_00245	CDS	657				hypothetical protein
BHPJCNLP_00246	CDS	438				hypothetical protein
BHPJCNLP_00247	tRNA	75				tRNA-Ala(ggc)
BHPJCNLP_00248	CDS	1326	gltA	2.3.3.16	COG0372	Citrate synthase
BHPJCNLP_00249	CDS	1218			COG2081	putative protein
BHPJCNLP_00250	CDS	732	btsR_1		COG3279	Transcriptional regulatory protein BtsR
BHPJCNLP_00251	CDS	1002	btsS_1	2.7.13.3	COG3275	Sensor histidine kinase BtsS
BHPJCNLP_00252	CDS	333				hypothetical protein
BHPJCNLP_00253	CDS	810				hypothetical protein
BHPJCNLP_00254	CDS	1179	mntH			Divalent metal cation transporter MntH
BHPJCNLP_00255	CDS	759				hypothetical protein
BHPJCNLP_00256	CDS	957	kipA		COG1984	KipI antagonist
BHPJCNLP_00257	CDS	684	kipI		COG2049	Kinase A inhibitor
BHPJCNLP_00258	CDS	354	rpsF		COG0360	30S ribosomal protein S6
BHPJCNLP_00259	CDS	264	rpsR			30S ribosomal protein S18
BHPJCNLP_00260	CDS	447	rplI		COG0359	50S ribosomal protein L9
BHPJCNLP_00261	tRNA	75				tRNA-Asp(gtc)
BHPJCNLP_00262	CDS	876				hypothetical protein
BHPJCNLP_00263	CDS	693				hypothetical protein
BHPJCNLP_00264	CDS	2778				hypothetical protein
BHPJCNLP_00265	CDS	4503				hypothetical protein
BHPJCNLP_00266	CDS	3279				hypothetical protein
BHPJCNLP_00267	CDS	597				hypothetical protein
BHPJCNLP_00268	CDS	732	dprE2	1.1.1.333	COG1028	Decaprenylphosphoryl-2-keto-beta-D-erythro-pentose reductase
BHPJCNLP_00269	CDS	1335	dprE1	1.1.98.3	COG0277	Decaprenylphosphoryl-beta-D-ribose oxidase
BHPJCNLP_00270	CDS	894		2.4.2.45	COG0382	Decaprenyl-phosphate phosphoribosyltransferase
BHPJCNLP_00271	CDS	1656				hypothetical protein
BHPJCNLP_00272	CDS	1170	oatA_1	2.3.1.-		O-acetyltransferase OatA
BHPJCNLP_00273	CDS	705				hypothetical protein
BHPJCNLP_00274	CDS	1461				hypothetical protein
BHPJCNLP_00275	CDS	105				hypothetical protein
BHPJCNLP_00276	CDS	1200				hypothetical protein
BHPJCNLP_00277	CDS	1350				hypothetical protein
BHPJCNLP_00278	CDS	1089				hypothetical protein
BHPJCNLP_00279	CDS	2169	cpsD	2.7.10.2		Tyrosine-protein kinase CpsD
BHPJCNLP_00280	CDS	6978	cbhB_1	3.2.1.91		Exoglucanase B
BHPJCNLP_00281	CDS	1188	gumD	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
BHPJCNLP_00282	CDS	366	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BHPJCNLP_00283	CDS	1197	pgaC_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
BHPJCNLP_00284	CDS	222				hypothetical protein
BHPJCNLP_00285	CDS	909	wbbL_1	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
BHPJCNLP_00286	CDS	1002	wbiB_1	5.1.3.25		dTDP-L-rhamnose 4-epimerase
BHPJCNLP_00287	CDS	1128	epsD_1	2.4.-.-		Putative glycosyltransferase EpsD
BHPJCNLP_00288	CDS	774		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
BHPJCNLP_00289	CDS	1230				hypothetical protein
BHPJCNLP_00290	CDS	471				hypothetical protein
BHPJCNLP_00291	CDS	1335		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
BHPJCNLP_00292	CDS	906	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
BHPJCNLP_00293	CDS	1371				hypothetical protein
BHPJCNLP_00294	CDS	2634	tgpA	2.3.2.13	COG1305	Protein-glutamine gamma-glutamyltransferase
BHPJCNLP_00295	CDS	987				hypothetical protein
BHPJCNLP_00296	CDS	2013				hypothetical protein
BHPJCNLP_00297	CDS	2670	valS	6.1.1.9		Valine--tRNA ligase
BHPJCNLP_00298	CDS	507				hypothetical protein
BHPJCNLP_00299	CDS	492		2.3.1.-	COG0454	putative N-acetyltransferase
BHPJCNLP_00300	CDS	411				hypothetical protein
BHPJCNLP_00301	tRNA	72				tRNA-Cys(gca)
BHPJCNLP_00302	CDS	879	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
BHPJCNLP_00303	CDS	783	dapF	5.1.1.7		Diaminopimelate epimerase
BHPJCNLP_00304	CDS	2541				hypothetical protein
BHPJCNLP_00305	CDS	1503				hypothetical protein
BHPJCNLP_00306	CDS	1092				hypothetical protein
BHPJCNLP_00307	CDS	540	decR		COG1522	DNA-binding transcriptional activator DecR
BHPJCNLP_00308	CDS	1326	ahcY	3.3.1.1		Adenosylhomocysteinase
BHPJCNLP_00309	CDS	609				hypothetical protein
BHPJCNLP_00310	CDS	501				hypothetical protein
BHPJCNLP_00311	CDS	726				hypothetical protein
BHPJCNLP_00312	CDS	456				hypothetical protein
BHPJCNLP_00313	CDS	225				hypothetical protein
BHPJCNLP_00314	CDS	3273	susC_2			TonB-dependent receptor SusC
BHPJCNLP_00315	CDS	1980				hypothetical protein
BHPJCNLP_00316	CDS	462				hypothetical protein
BHPJCNLP_00317	CDS	1290	tyrS	6.1.1.1		Tyrosine--tRNA ligase
BHPJCNLP_00318	CDS	5412				hypothetical protein
BHPJCNLP_00319	CDS	5358				hypothetical protein
BHPJCNLP_00320	CDS	1104				hypothetical protein
BHPJCNLP_00321	CDS	5181				hypothetical protein
BHPJCNLP_00322	CDS	201				hypothetical protein
BHPJCNLP_00323	CDS	1857	dnaK_1		COG0443	Chaperone protein DnaK
BHPJCNLP_00324	CDS	1542	pccB	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
BHPJCNLP_00325	CDS	1476	accA1		COG4770	Acetyl-/propionyl-coenzyme A carboxylase alpha chain
BHPJCNLP_00326	CDS	492	gcdC	4.1.1.70	COG0511	Glutaconyl-CoA decarboxylase subunit gamma
BHPJCNLP_00327	CDS	858	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
BHPJCNLP_00328	CDS	321				hypothetical protein
BHPJCNLP_00329	CDS	585				hypothetical protein
BHPJCNLP_00330	CDS	1206	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
BHPJCNLP_00331	CDS	252				hypothetical protein
BHPJCNLP_00332	CDS	558				hypothetical protein
BHPJCNLP_00333	CDS	852				hypothetical protein
BHPJCNLP_00334	CDS	708	deoD_2	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
BHPJCNLP_00335	CDS	486				hypothetical protein
BHPJCNLP_00336	CDS	1818				hypothetical protein
BHPJCNLP_00337	CDS	348	fdx_1		COG1145	Ferredoxin
BHPJCNLP_00338	CDS	1011				hypothetical protein
BHPJCNLP_00339	CDS	1548	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
BHPJCNLP_00340	CDS	1716	ggt_1	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
BHPJCNLP_00341	CDS	624				hypothetical protein
BHPJCNLP_00342	CDS	2448	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
BHPJCNLP_00343	CDS	414				hypothetical protein
BHPJCNLP_00344	CDS	1047		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
BHPJCNLP_00345	CDS	600				hypothetical protein
BHPJCNLP_00346	CDS	1329				hypothetical protein
BHPJCNLP_00347	CDS	762	yfcA		COG0730	putative membrane transporter protein YfcA
BHPJCNLP_00348	CDS	918	eamA		COG0697	putative amino-acid metabolite efflux pump
BHPJCNLP_00349	CDS	1407	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
BHPJCNLP_00350	CDS	348	hlyU		COG0640	Transcriptional activator HlyU
BHPJCNLP_00351	CDS	678	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
