locus_tag	ftype	length_bp	gene	EC_number	COG	product
MLAOFOFF_00125	CDS	201	rpmI		COG0291	50S ribosomal protein L35
MLAOFOFF_00126	CDS	363	rplT		COG0292	50S ribosomal protein L20
MLAOFOFF_00127	CDS	1083	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MLAOFOFF_00128	CDS	2409	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MLAOFOFF_00129	CDS	507				hypothetical protein
MLAOFOFF_00130	CDS	228				hypothetical protein
MLAOFOFF_00131	CDS	300	ccdB_1			Toxin CcdB
MLAOFOFF_00132	CDS	219				hypothetical protein
MLAOFOFF_00133	CDS	585	fic	2.7.7.-	COG2184	putative adenosine monophosphate-protein transferase fic
MLAOFOFF_00134	CDS	2835	ftsK		COG1674	DNA translocase FtsK
MLAOFOFF_00135	CDS	1179	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
MLAOFOFF_00136	CDS	1329	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
MLAOFOFF_00137	CDS	1248	ubiI	1.14.13.-	COG0654	2-octaprenylphenol hydroxylase
MLAOFOFF_00138	CDS	2052				hypothetical protein
MLAOFOFF_00139	CDS	183				hypothetical protein
MLAOFOFF_00140	CDS	651				hypothetical protein
MLAOFOFF_00141	CDS	906	ybbN		COG3118	putative protein YbbN
MLAOFOFF_00142	CDS	738	pipB2		COG1357	Secreted effector protein PipB2
MLAOFOFF_00143	CDS	330				hypothetical protein
MLAOFOFF_00144	CDS	825	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MLAOFOFF_00145	CDS	930	psdht	4.2.1.-		Phenylserine dehydratase
MLAOFOFF_00146	CDS	861				hypothetical protein
MLAOFOFF_00147	CDS	681				hypothetical protein
MLAOFOFF_00148	CDS	1293	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
MLAOFOFF_00149	CDS	609	pncA	3.5.1.19	COG1335	Nicotinamidase
MLAOFOFF_00150	CDS	1221	dnaK_1		COG0443	Chaperone protein DnaK
MLAOFOFF_00151	CDS	978				hypothetical protein
MLAOFOFF_00152	CDS	1161				hypothetical protein
MLAOFOFF_00153	CDS	1572				hypothetical protein
MLAOFOFF_00154	CDS	2250				hypothetical protein
MLAOFOFF_00155	CDS	261				hypothetical protein
MLAOFOFF_00156	CDS	876	mftF_1	2.-.-.-	COG0463	Putative mycofactocin biosynthesis glycosyltransferase MftF
MLAOFOFF_00157	CDS	672				hypothetical protein
MLAOFOFF_00158	CDS	825	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
MLAOFOFF_00159	CDS	1539				hypothetical protein
MLAOFOFF_00160	CDS	891				hypothetical protein
MLAOFOFF_00161	CDS	690	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
MLAOFOFF_00162	CDS	2454	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MLAOFOFF_00163	CDS	633				hypothetical protein
MLAOFOFF_00164	CDS	1497				hypothetical protein
MLAOFOFF_00165	CDS	1599				hypothetical protein
MLAOFOFF_00166	CDS	636				hypothetical protein
MLAOFOFF_00167	CDS	1230	kanF	2.4.1.284		2-deoxystreptamine glucosyltransferase
MLAOFOFF_00168	CDS	885				hypothetical protein
MLAOFOFF_00169	CDS	1020				hypothetical protein
MLAOFOFF_00170	CDS	549	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
MLAOFOFF_00171	CDS	1404	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
MLAOFOFF_00172	CDS	426	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
MLAOFOFF_00173	CDS	1140	mltB_1	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MLAOFOFF_00174	CDS	624	yhhQ		COG1738	Queuosine precursor transporter
MLAOFOFF_00175	CDS	891	mepA_1	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
MLAOFOFF_00176	CDS	1368				hypothetical protein
MLAOFOFF_00177	CDS	531				hypothetical protein
MLAOFOFF_00178	CDS	294				hypothetical protein
MLAOFOFF_00179	CDS	2040	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
MLAOFOFF_00180	CDS	2223	rcsC	2.7.13.3		Sensor histidine kinase RcsC
MLAOFOFF_00181	CDS	5451	yfhM		COG2373	putative lipoprotein YfhM
MLAOFOFF_00182	CDS	2076	pbpC		COG4953	Penicillin-binding protein 1C
MLAOFOFF_00183	CDS	1182	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
MLAOFOFF_00184	CDS	852	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
MLAOFOFF_00185	CDS	738	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
MLAOFOFF_00186	CDS	537				hypothetical protein
MLAOFOFF_00187	CDS	579	dddQ	4.4.1.3		Dimethlysulfonioproprionate lyase DddQ
MLAOFOFF_00188	CDS	1596	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
MLAOFOFF_00189	CDS	1155	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MLAOFOFF_00190	CDS	864	perR_2			HTH-type transcriptional regulator PerR
MLAOFOFF_00191	CDS	303				hypothetical protein
MLAOFOFF_00192	CDS	876	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
MLAOFOFF_00193	CDS	771	yfcA		COG0730	putative membrane transporter protein YfcA
MLAOFOFF_00194	CDS	993				hypothetical protein
MLAOFOFF_00195	CDS	525				hypothetical protein
MLAOFOFF_00196	CDS	1170				hypothetical protein
MLAOFOFF_00197	CDS	1830	mutL			DNA mismatch repair protein MutL
MLAOFOFF_00198	CDS	1314		3.4.24.-	COG0612	putative zinc protease
MLAOFOFF_00199	CDS	1350		3.4.24.-	COG0612	putative zinc protease
MLAOFOFF_00200	CDS	555				hypothetical protein
MLAOFOFF_00201	CDS	471	lspA_1	3.4.23.36	COG0597	Lipoprotein signal peptidase
MLAOFOFF_00202	CDS	1617	purH		COG0138	Bifunctional purine biosynthesis protein PurH
MLAOFOFF_00203	CDS	1743				hypothetical protein
MLAOFOFF_00204	CDS	1275	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MLAOFOFF_00205	CDS	177				hypothetical protein
MLAOFOFF_00206	CDS	1476				putative multidrug-efflux transporter
MLAOFOFF_00207	CDS	819	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
MLAOFOFF_00208	CDS	450	rbfA		COG0858	Ribosome-binding factor A
MLAOFOFF_00209	CDS	741				hypothetical protein
MLAOFOFF_00210	CDS	903	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
MLAOFOFF_00211	CDS	1986	stcD_1	1.-.-.-		putative N-methylproline demethylase
MLAOFOFF_00212	CDS	1545	mtgB_1	2.1.1.-	COG5598	Glycine betaine methyltransferase
MLAOFOFF_00213	CDS	735				hypothetical protein
MLAOFOFF_00214	CDS	1452	ald_1	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
MLAOFOFF_00215	CDS	654	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MLAOFOFF_00216	CDS	216				hypothetical protein
MLAOFOFF_00217	CDS	3171	bepG			Efflux pump membrane transporter BepG
MLAOFOFF_00218	CDS	1152	bepF_1			Efflux pump periplasmic linker BepF
MLAOFOFF_00219	CDS	2154	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
MLAOFOFF_00220	CDS	243	parD4_1		COG3609	Antitoxin ParD4
MLAOFOFF_00221	CDS	297	parE4		COG3668	Toxin ParE4
MLAOFOFF_00222	CDS	579				hypothetical protein
MLAOFOFF_00223	CDS	270	rpsO		COG0184	30S ribosomal protein S15
MLAOFOFF_00224	CDS	948	ltxA		COG2931	Leukotoxin
MLAOFOFF_00225	CDS	504				hypothetical protein
MLAOFOFF_00226	CDS	657	rluA	5.4.99.28	COG0564	Ribosomal large subunit pseudouridine synthase A
MLAOFOFF_00227	CDS	894	mmuM	2.1.1.10	COG2040	Homocysteine S-methyltransferase
MLAOFOFF_00228	CDS	624	rhtB_1		COG1280	Homoserine/homoserine lactone efflux protein
MLAOFOFF_00229	CDS	777	gfa	4.4.1.22		Glutathione-dependent formaldehyde-activating enzyme
MLAOFOFF_00230	CDS	456	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MLAOFOFF_00231	CDS	1182	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
MLAOFOFF_00232	CDS	339			COG1366	Putative anti-sigma factor antagonist
MLAOFOFF_00233	CDS	441	rsbW	2.7.11.1		Serine-protein kinase RsbW
MLAOFOFF_00234	CDS	270				hypothetical protein
MLAOFOFF_00235	CDS	870	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
MLAOFOFF_00236	CDS	510				hypothetical protein
MLAOFOFF_00237	CDS	717	ompR			Transcriptional regulatory protein OmpR
MLAOFOFF_00238	CDS	933		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
MLAOFOFF_00239	CDS	237	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MLAOFOFF_00240	CDS	861		2.5.1.10		Farnesyl diphosphate synthase
MLAOFOFF_00241	CDS	1917	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MLAOFOFF_00242	CDS	666				hypothetical protein
MLAOFOFF_00243	CDS	1050	ltaE_1	4.1.2.48	COG2008	Low specificity L-threonine aldolase
MLAOFOFF_00244	CDS	195				hypothetical protein
MLAOFOFF_00245	CDS	1068	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
MLAOFOFF_00246	CDS	666	ligF_1			Protein LigF
MLAOFOFF_00247	CDS	684	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
MLAOFOFF_00248	CDS	933				hypothetical protein
MLAOFOFF_00249	CDS	4539	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
MLAOFOFF_00250	CDS	435				hypothetical protein
MLAOFOFF_00251	CDS	711				hypothetical protein
MLAOFOFF_00252	CDS	1437	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
MLAOFOFF_00253	CDS	804	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
MLAOFOFF_00254	CDS	981				hypothetical protein
MLAOFOFF_00255	CDS	987	oleD_1	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
MLAOFOFF_00256	tRNA	85				tRNA-Leu(cag)
MLAOFOFF_00257	CDS	2571	tycB			Tyrocidine synthase 2
MLAOFOFF_00258	CDS	1668				hypothetical protein
MLAOFOFF_00259	CDS	903	oxyR_1			Hydrogen peroxide-inducible genes activator
MLAOFOFF_00260	CDS	2211	katG	1.11.1.21		Catalase-peroxidase
MLAOFOFF_00261	CDS	1005	afr_1	1.1.1.292		1,5-anhydro-D-fructose reductase
MLAOFOFF_00262	CDS	1572	carA_1	2.8.3.23	COG4670	Caffeate CoA-transferase
MLAOFOFF_00263	CDS	768	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MLAOFOFF_00264	CDS	1527	gbsA_1	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
MLAOFOFF_00265	CDS	1491	livQ	1.1.3.-		6'''-hydroxyparomomycin C oxidase
MLAOFOFF_00266	CDS	759	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
MLAOFOFF_00267	CDS	1587	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
MLAOFOFF_00268	CDS	309				hypothetical protein
MLAOFOFF_00269	CDS	1164				hypothetical protein
MLAOFOFF_00270	CDS	1011	malI_1		COG1609	Maltose regulon regulatory protein MalI
MLAOFOFF_00271	CDS	1260	ttuD	1.1.1.81		Putative hydroxypyruvate reductase
MLAOFOFF_00272	CDS	1401	gndA	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating
MLAOFOFF_00273	CDS	867	glxR_1	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MLAOFOFF_00274	CDS	495		2.7.1.12	COG3265	Gluconokinase
MLAOFOFF_00275	CDS	618	coaA	2.7.1.33	COG1072	Pantothenate kinase
MLAOFOFF_00276	CDS	780	frcA_1	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
MLAOFOFF_00277	CDS	1074	frcC_1		COG1172	Fructose import permease protein FrcC
MLAOFOFF_00278	CDS	1014	frcB			Fructose import binding protein FrcB
MLAOFOFF_00279	CDS	1188	nagC_1		COG1940	N-acetylglucosamine repressor
MLAOFOFF_00280	CDS	2148	merA_1	1.16.1.1		Mercuric reductase
MLAOFOFF_00281	CDS	579	sigK_1			ECF RNA polymerase sigma factor SigK
MLAOFOFF_00282	CDS	576				hypothetical protein
MLAOFOFF_00283	CDS	1290	epr	3.4.21.-	COG1404	Minor extracellular protease Epr
MLAOFOFF_00284	CDS	1590	mdoG		COG3131	Glucans biosynthesis protein G
MLAOFOFF_00285	CDS	177				hypothetical protein
MLAOFOFF_00286	CDS	1776	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
MLAOFOFF_00287	CDS	1188				hypothetical protein
MLAOFOFF_00288	CDS	1077	lysDH	1.4.1.18		Lysine 6-dehydrogenase
MLAOFOFF_00289	CDS	1497	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
MLAOFOFF_00290	CDS	1038	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MLAOFOFF_00291	CDS	2028	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
MLAOFOFF_00292	CDS	1209	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MLAOFOFF_00293	CDS	918	gcvA_1			Glycine cleavage system transcriptional activator
MLAOFOFF_00294	CDS	561	sutR_1		COG1396	HTH-type transcriptional regulator SutR
MLAOFOFF_00295	CDS	1191	kbl_1	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
MLAOFOFF_00296	CDS	1038	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MLAOFOFF_00297	CDS	1191	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
MLAOFOFF_00298	CDS	2439	gyrB_1	5.99.1.3		DNA gyrase subunit B
MLAOFOFF_00299	CDS	846		3.1.1.99		6-deoxy-6-sulfogluconolactonase
MLAOFOFF_00300	CDS	609	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
MLAOFOFF_00301	CDS	909	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
MLAOFOFF_00302	CDS	1530		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
MLAOFOFF_00303	CDS	918	araD	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
MLAOFOFF_00304	CDS	936	araA	1.1.1.376		L-arabinose 1-dehydrogenase (NAD(P)(+))
MLAOFOFF_00305	CDS	1743	araC_1	4.2.1.25		L-arabonate dehydratase
MLAOFOFF_00306	CDS	1200	xylH_1		COG4214	Xylose transport system permease protein XylH
MLAOFOFF_00307	CDS	1521	xylG_2	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
MLAOFOFF_00308	CDS	1200	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
MLAOFOFF_00309	CDS	948	gbpR			HTH-type transcriptional regulator GbpR
MLAOFOFF_00310	CDS	1488	glpK_1	2.7.1.30		Glycerol kinase
MLAOFOFF_00311	CDS	1725				hypothetical protein
MLAOFOFF_00312	CDS	273				hypothetical protein
MLAOFOFF_00313	CDS	852	sugB_1		COG0395	Trehalose transport system permease protein SugB
MLAOFOFF_00314	CDS	873	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MLAOFOFF_00315	CDS	1077	ugpC_1	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MLAOFOFF_00316	CDS	1089	ugpC_2	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
MLAOFOFF_00317	CDS	1596	glpD	1.1.5.3	COG0578	Aerobic glycerol-3-phosphate dehydrogenase
MLAOFOFF_00318	CDS	762	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
MLAOFOFF_00319	CDS	834	panB_1	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
MLAOFOFF_00320	CDS	780	otnI_1	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MLAOFOFF_00321	CDS	312	andAb			Anthranilate 1,2-dioxygenase ferredoxin subunit
MLAOFOFF_00322	CDS	807	frcA_2	3.6.3.17	COG1129	Fructose import ATP-binding protein FrcA
MLAOFOFF_00323	CDS	1005	frcC_2		COG1172	Fructose import permease protein FrcC
MLAOFOFF_00324	CDS	966				hypothetical protein
MLAOFOFF_00325	CDS	1026				hypothetical protein
MLAOFOFF_00326	CDS	1023	malI_2		COG1609	Maltose regulon regulatory protein MalI
MLAOFOFF_00327	CDS	3207	cyaA_1	4.6.1.1	COG2114	Adenylate cyclase 1
MLAOFOFF_00328	CDS	771				hypothetical protein
