locus_tag	ftype	length_bp	gene	EC_number	COG	product
HAAEGAJD_00042	CDS	1332				hypothetical protein
HAAEGAJD_00043	CDS	819	glgA	2.4.1.21	COG0297	Glycogen synthase
HAAEGAJD_00044	CDS	843	panC	6.3.2.1	COG0414	Pantothenate synthetase
HAAEGAJD_00045	CDS	1380	lutB		COG1139	Lactate utilization protein B
HAAEGAJD_00046	CDS	969	ravA_1	3.6.3.-		ATPase RavA
HAAEGAJD_00047	CDS	1353	prsA_1	5.2.1.8	COG0760	Foldase protein PrsA
HAAEGAJD_00048	CDS	843				hypothetical protein
HAAEGAJD_00049	CDS	1122	thrC	4.2.3.1	COG0498	Threonine synthase
HAAEGAJD_00050	CDS	4767				hypothetical protein
HAAEGAJD_00051	CDS	1377	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
HAAEGAJD_00052	CDS	678	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
HAAEGAJD_00053	CDS	1707	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
HAAEGAJD_00054	CDS	486	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
HAAEGAJD_00055	CDS	1827	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
HAAEGAJD_00056	CDS	1014	metH_1	2.1.1.13	COG0646	Methionine synthase
HAAEGAJD_00057	CDS	375				hypothetical protein
HAAEGAJD_00058	CDS	2661	metH_2	2.1.1.13	COG0646	Methionine synthase
HAAEGAJD_00059	CDS	2139		3.4.21.26		Prolyl endopeptidase
HAAEGAJD_00060	CDS	2883				hypothetical protein
HAAEGAJD_00061	CDS	159				hypothetical protein
HAAEGAJD_00062	CDS	363	hxlR		COG1733	HTH-type transcriptional activator HxlR
HAAEGAJD_00063	CDS	756	hchA	4.2.1.130		Molecular chaperone Hsp31 and glyoxalase 3
HAAEGAJD_00064	CDS	375				hypothetical protein
HAAEGAJD_00065	CDS	654				hypothetical protein
HAAEGAJD_00066	CDS	936				hypothetical protein
HAAEGAJD_00067	CDS	618				Potassium channel
HAAEGAJD_00068	CDS	639	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
HAAEGAJD_00069	CDS	618				hypothetical protein
HAAEGAJD_00070	CDS	729	csgA			C-factor
HAAEGAJD_00071	CDS	4983		3.4.21.50		Protease 1
HAAEGAJD_00072	CDS	174				hypothetical protein
HAAEGAJD_00073	CDS	1719	recF_1			DNA replication and repair protein RecF
HAAEGAJD_00074	CDS	609	sodA_1	1.15.1.1	COG0605	Superoxide dismutase [Mn]
HAAEGAJD_00075	CDS	444	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
HAAEGAJD_00076	CDS	1782	aspS	6.1.1.12		Aspartate--tRNA ligase
HAAEGAJD_00077	CDS	378				hypothetical protein
HAAEGAJD_00078	CDS	912				hypothetical protein
HAAEGAJD_00079	CDS	894	ppx_1	3.6.1.11	COG0248	Exopolyphosphatase
HAAEGAJD_00080	CDS	1218				hypothetical protein
HAAEGAJD_00081	CDS	1524	asnS	6.1.1.22		Asparagine--tRNA ligase
HAAEGAJD_00082	CDS	1341	tuaH_1	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
HAAEGAJD_00083	CDS	744	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HAAEGAJD_00084	CDS	795	rnc	3.1.26.3		Ribonuclease 3
HAAEGAJD_00085	CDS	1251	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
HAAEGAJD_00086	CDS	240	acpP		COG0236	Acyl carrier protein
HAAEGAJD_00087	CDS	90				hypothetical protein
HAAEGAJD_00088	CDS	411				hypothetical protein
HAAEGAJD_00089	CDS	1437	pyk	2.7.1.40		Pyruvate kinase
HAAEGAJD_00090	CDS	516				hypothetical protein
HAAEGAJD_00091	CDS	1650				hypothetical protein
HAAEGAJD_00092	CDS	1635				hypothetical protein
HAAEGAJD_00093	CDS	2421	dnaK_1		COG0443	Chaperone protein DnaK
HAAEGAJD_00094	CDS	480				hypothetical protein
HAAEGAJD_00095	CDS	675	trpF	5.3.1.24		N-(5'-phosphoribosyl)anthranilate isomerase
HAAEGAJD_00096	CDS	237				hypothetical protein
HAAEGAJD_00097	CDS	1293	cefD	5.1.1.17	COG0520	Isopenicillin N epimerase
HAAEGAJD_00098	CDS	1059	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
HAAEGAJD_00099	CDS	1236	gdhA_1	1.4.1.4		NADP-specific glutamate dehydrogenase
HAAEGAJD_00100	CDS	987	tsdA_1	1.8.2.2	COG3258	Thiosulfate dehydrogenase
HAAEGAJD_00101	CDS	1695				hypothetical protein
HAAEGAJD_00102	CDS	5838				hypothetical protein
HAAEGAJD_00103	CDS	1089	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
HAAEGAJD_00104	CDS	1437				hypothetical protein
HAAEGAJD_00105	tRNA	75				tRNA-Pro(ggg)
HAAEGAJD_00106	CDS	1428	spmB			Spore maturation protein B
HAAEGAJD_00107	CDS	915	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
HAAEGAJD_00108	CDS	1092	algA		COG0662	Alginate biosynthesis protein AlgA
HAAEGAJD_00109	CDS	2220	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HAAEGAJD_00110	CDS	1965	kup			Low affinity potassium transport system protein kup
HAAEGAJD_00111	CDS	414				hypothetical protein
HAAEGAJD_00112	CDS	795	ubiG_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
HAAEGAJD_00113	CDS	1434				hypothetical protein
HAAEGAJD_00114	CDS	2433				hypothetical protein
HAAEGAJD_00115	CDS	1032				hypothetical protein
HAAEGAJD_00116	CDS	1056	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
HAAEGAJD_00117	CDS	1011	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HAAEGAJD_00118	CDS	834	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
HAAEGAJD_00119	CDS	876		5.2.1.8	COG0545	putative FKBP-type peptidyl-prolyl cis-trans isomerase
HAAEGAJD_00120	CDS	555				hypothetical protein
HAAEGAJD_00121	CDS	399				hypothetical protein
HAAEGAJD_00122	CDS	1530				hypothetical protein
HAAEGAJD_00123	CDS	354				hypothetical protein
HAAEGAJD_00124	CDS	138				hypothetical protein
HAAEGAJD_00125	CDS	2673				hypothetical protein
HAAEGAJD_00126	CDS	414	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
HAAEGAJD_00127	CDS	1431				hypothetical protein
HAAEGAJD_00128	CDS	1863	btuB_2		COG4206	Vitamin B12 transporter BtuB
HAAEGAJD_00129	CDS	966				hypothetical protein
HAAEGAJD_00130	CDS	993				hypothetical protein
HAAEGAJD_00131	CDS	1026				hypothetical protein
HAAEGAJD_00132	CDS	2583				hypothetical protein
HAAEGAJD_00133	CDS	879				hypothetical protein
HAAEGAJD_00134	CDS	960	fecR		COG3712	Protein FecR
HAAEGAJD_00135	CDS	585	sigL_1		COG1595	ECF RNA polymerase sigma factor SigL
HAAEGAJD_00136	CDS	1008				hypothetical protein
HAAEGAJD_00137	CDS	885				hypothetical protein
HAAEGAJD_00138	CDS	2265				hypothetical protein
HAAEGAJD_00139	CDS	912				hypothetical protein
HAAEGAJD_00140	CDS	3576				hypothetical protein
HAAEGAJD_00141	CDS	183				hypothetical protein
HAAEGAJD_00142	CDS	864	sigA			RNA polymerase sigma factor SigA
HAAEGAJD_00143	CDS	2121	feoB		COG0370	Fe(2+) transporter FeoB
HAAEGAJD_00144	CDS	222	feoA		COG1918	Fe(2+) transport protein A
HAAEGAJD_00145	CDS	1158				hypothetical protein
HAAEGAJD_00146	CDS	1827		3.6.3.-		Putative multidrug export ATP-binding/permease protein
HAAEGAJD_00147	CDS	1554	comM		COG0606	Competence protein ComM
HAAEGAJD_00148	CDS	186				hypothetical protein
HAAEGAJD_00149	CDS	1125	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
HAAEGAJD_00150	CDS	1464				hypothetical protein
HAAEGAJD_00151	CDS	402	gldH			Gliding motility lipoprotein GldH
HAAEGAJD_00152	CDS	576				hypothetical protein
HAAEGAJD_00153	CDS	906		3.6.-.-	COG1703	putative GTPase
HAAEGAJD_00154	CDS	429	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
HAAEGAJD_00155	CDS	831	tatC2		COG0805	Sec-independent protein translocase protein TatCy
HAAEGAJD_00156	CDS	912	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
HAAEGAJD_00157	CDS	2241	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
HAAEGAJD_00158	CDS	1155				hypothetical protein
HAAEGAJD_00159	CDS	2049	bfmBAB_1	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
HAAEGAJD_00160	CDS	867				hypothetical protein
HAAEGAJD_00161	CDS	1350	gerN		COG0475	Na(+)/H(+)-K(+) antiporter GerN
HAAEGAJD_00162	CDS	717	trmB_1	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HAAEGAJD_00163	CDS	1602	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
HAAEGAJD_00164	CDS	981	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
HAAEGAJD_00165	CDS	438				hypothetical protein
HAAEGAJD_00166	CDS	1362	radA	3.6.4.-	COG1066	DNA repair protein RadA
HAAEGAJD_00167	CDS	1020	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
HAAEGAJD_00168	CDS	660				hypothetical protein
HAAEGAJD_00169	CDS	792				hypothetical protein
HAAEGAJD_00170	CDS	1116			COG3177	putative protein
HAAEGAJD_00171	CDS	342				hypothetical protein
HAAEGAJD_00172	CDS	225				hypothetical protein
HAAEGAJD_00173	CDS	336				hypothetical protein
HAAEGAJD_00174	CDS	2730				hypothetical protein
HAAEGAJD_00175	CDS	612	nicB	1.14.13.163		6-hydroxy-3-succinoylpyridine 3-monooxygenase HspA
HAAEGAJD_00176	CDS	1527				hypothetical protein
HAAEGAJD_00177	CDS	672				hypothetical protein
HAAEGAJD_00178	CDS	960				hypothetical protein
HAAEGAJD_00179	CDS	1395	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
HAAEGAJD_00180	CDS	4941				hypothetical protein
HAAEGAJD_00181	CDS	2067				hypothetical protein
HAAEGAJD_00182	CDS	882				hypothetical protein
HAAEGAJD_00183	CDS	921				hypothetical protein
HAAEGAJD_00184	CDS	909				hypothetical protein
HAAEGAJD_00185	CDS	822	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
HAAEGAJD_00186	CDS	681		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
HAAEGAJD_00187	CDS	876				hypothetical protein
HAAEGAJD_00188	CDS	1602				hypothetical protein
HAAEGAJD_00189	CDS	1170				hypothetical protein
HAAEGAJD_00190	tRNA	74				tRNA-Gln(ttg)
HAAEGAJD_00191	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HAAEGAJD_00192	CDS	594	rplY			50S ribosomal protein L25
HAAEGAJD_00193	CDS	624	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HAAEGAJD_00194	CDS	1311				hypothetical protein
HAAEGAJD_00195	CDS	1317				hypothetical protein
HAAEGAJD_00196	CDS	1473	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HAAEGAJD_00197	CDS	957	ywaD_1	3.4.11.6	COG2234	Aminopeptidase YwaD
HAAEGAJD_00198	CDS	333	atl		COG3695	DNA base-flipping protein
HAAEGAJD_00199	CDS	345				hypothetical protein
HAAEGAJD_00200	CDS	2448	arcB_1	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
HAAEGAJD_00201	CDS	876	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
HAAEGAJD_00202	CDS	2784				hypothetical protein
HAAEGAJD_00203	CDS	555	sigE_1		COG1595	RNA polymerase sigma-E factor
HAAEGAJD_00204	CDS	888				hypothetical protein
HAAEGAJD_00205	CDS	6171				hypothetical protein
HAAEGAJD_00206	CDS	435				hypothetical protein
HAAEGAJD_00207	CDS	1035	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
HAAEGAJD_00208	CDS	1005				hypothetical protein
HAAEGAJD_00209	CDS	1260				hypothetical protein
HAAEGAJD_00210	CDS	651				hypothetical protein
HAAEGAJD_00211	CDS	1080				hypothetical protein
HAAEGAJD_00212	CDS	609	tdk	2.7.1.21	COG1435	Thymidine kinase
HAAEGAJD_00213	CDS	1227	tuaH_2	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
HAAEGAJD_00214	CDS	1239	tuaH_3	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
HAAEGAJD_00215	CDS	3393	tolB			Protein TolB
HAAEGAJD_00216	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HAAEGAJD_00217	CDS	2085				hypothetical protein
HAAEGAJD_00218	CDS	363	yfgD		COG1393	putative protein YfgD
HAAEGAJD_00219	CDS	3372	swrC		COG0841	Swarming motility protein SwrC
HAAEGAJD_00220	CDS	1131	macA_1		COG0845	Macrolide export protein MacA
HAAEGAJD_00221	CDS	1389				hypothetical protein
HAAEGAJD_00222	CDS	693	slmA			Nucleoid occlusion factor SlmA
HAAEGAJD_00223	CDS	651	udk	2.7.1.48	COG0572	Uridine kinase
HAAEGAJD_00224	CDS	399				hypothetical protein
HAAEGAJD_00225	CDS	624	tolQ_1		COG0811	Protein TolQ
HAAEGAJD_00226	CDS	2952	secDF		COG0341	Protein translocase subunit SecDF
HAAEGAJD_00227	CDS	1014	oprF_1		COG2885	Outer membrane porin F
HAAEGAJD_00228	CDS	894				hypothetical protein
HAAEGAJD_00229	CDS	651	hxpB	3.1.3.68	COG0637	Hexitol phosphatase B
HAAEGAJD_00230	CDS	1290	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
HAAEGAJD_00231	CDS	1011				hypothetical protein
HAAEGAJD_00232	CDS	828	prmA	2.1.1.-		Ribosomal protein L11 methyltransferase
HAAEGAJD_00233	CDS	2994	btsS_1	2.7.13.3	COG3275	Sensor histidine kinase BtsS
HAAEGAJD_00234	CDS	780	lytR_1		COG3279	Sensory transduction protein LytR
HAAEGAJD_00235	CDS	1674	hutU	4.2.1.49	COG2987	Urocanate hydratase
HAAEGAJD_00236	CDS	1941	dapb3	3.4.14.-		Dipeptidyl aminopeptidase BIII
HAAEGAJD_00237	CDS	660	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
HAAEGAJD_00238	CDS	1239	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
HAAEGAJD_00239	CDS	1257	macB_2	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
HAAEGAJD_00240	CDS	1104	macA_2		COG0845	Macrolide export protein MacA
HAAEGAJD_00241	CDS	375				hypothetical protein
HAAEGAJD_00242	CDS	702	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
HAAEGAJD_00243	CDS	312	clpS			ATP-dependent Clp protease adapter protein ClpS
HAAEGAJD_00244	CDS	669	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
HAAEGAJD_00245	CDS	4386				hypothetical protein
HAAEGAJD_00246	CDS	765	tpiA	5.3.1.1		Triosephosphate isomerase
HAAEGAJD_00247	CDS	1206				hypothetical protein
HAAEGAJD_00248	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
HAAEGAJD_00249	CDS	498	pyrR_1			Bifunctional protein pyrR
HAAEGAJD_00250	CDS	273	hup		COG0776	DNA-binding protein HU
HAAEGAJD_00251	CDS	534	aroK	2.7.1.71	COG0703	Shikimate kinase
HAAEGAJD_00252	CDS	1122				hypothetical protein
HAAEGAJD_00253	CDS	588				hypothetical protein
HAAEGAJD_00254	CDS	771	folP	2.5.1.15	COG0294	Dihydropteroate synthase
HAAEGAJD_00255	CDS	819	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
HAAEGAJD_00256	CDS	492				hypothetical protein
HAAEGAJD_00257	CDS	795				hypothetical protein
HAAEGAJD_00258	CDS	1077	ccp_1	1.11.1.5	COG1858	Cytochrome c551 peroxidase
HAAEGAJD_00259	CDS	4218				Pesticidal crystal protein Cry22Aa
HAAEGAJD_00260	CDS	330				hypothetical protein
HAAEGAJD_00261	CDS	4164				Pesticidal crystal protein Cry22Aa
HAAEGAJD_00262	CDS	1335	tilS_1	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
HAAEGAJD_00263	CDS	1557	lptD_1			LPS-assembly protein LptD
HAAEGAJD_00264	CDS	8550	prtV_1	3.4.24.-	COG3291	Pre-pro-metalloprotease PrtV
HAAEGAJD_00265	tRNA	75				tRNA-Arg(ccg)
HAAEGAJD_00266	CDS	522		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
HAAEGAJD_00267	CDS	1506	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
HAAEGAJD_00268	CDS	231	atpC		COG0355	ATP synthase epsilon chain
HAAEGAJD_00269	CDS	1035	ypdA_1	2.7.13.3	COG3275	Sensor histidine kinase YpdA
HAAEGAJD_00270	CDS	720	btsR_1		COG3279	Transcriptional regulatory protein BtsR
HAAEGAJD_00271	CDS	1431				hypothetical protein
HAAEGAJD_00272	CDS	654	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
HAAEGAJD_00273	CDS	813	ycbX		COG0633	putative protein YcbX
HAAEGAJD_00274	CDS	2604	susC_1			TonB-dependent receptor SusC
HAAEGAJD_00275	CDS	1620	accD5	6.4.1.3	COG4799	putative propionyl-CoA carboxylase beta chain 5
HAAEGAJD_00276	CDS	2664				hypothetical protein
HAAEGAJD_00277	CDS	1023	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
HAAEGAJD_00278	CDS	2316	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
HAAEGAJD_00279	CDS	276	rpsO			30S ribosomal protein S15
HAAEGAJD_00280	tRNA	75				tRNA-Glu(ttc)
HAAEGAJD_00281	CDS	999	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
HAAEGAJD_00282	CDS	1182	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
HAAEGAJD_00283	CDS	585	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
HAAEGAJD_00284	CDS	765	hsaD	3.7.1.17		4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase
HAAEGAJD_00285	CDS	663				hypothetical protein
HAAEGAJD_00286	CDS	897	nadK	2.7.1.23	COG0061	NAD kinase
HAAEGAJD_00287	CDS	846				hypothetical protein
HAAEGAJD_00288	CDS	819				hypothetical protein
HAAEGAJD_00289	CDS	795	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
HAAEGAJD_00290	CDS	2517	bamA_1		COG4775	Outer membrane protein assembly factor BamA
HAAEGAJD_00291	CDS	573				hypothetical protein
HAAEGAJD_00292	CDS	534	skp		COG2825	Chaperone protein Skp
HAAEGAJD_00293	CDS	792		4.2.1.150	COG1024	Crotonyl-CoA hydratase
HAAEGAJD_00294	CDS	408	mutB	5.4.99.2	COG1884	Methylmalonyl-CoA mutase large subunit
HAAEGAJD_00295	CDS	708				hypothetical protein
HAAEGAJD_00296	CDS	1533	gltX_2	6.1.1.17	COG0008	Glutamate--tRNA ligase
HAAEGAJD_00297	CDS	567	frr		COG0233	Ribosome-recycling factor
HAAEGAJD_00298	CDS	2010	mtgA_1	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
HAAEGAJD_00299	CDS	1422				hypothetical protein
HAAEGAJD_00300	CDS	714	rgtE_1	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase
HAAEGAJD_00301	CDS	1353	macA_3		COG0845	Macrolide export protein MacA
HAAEGAJD_00302	CDS	1458	tolC_1			Outer membrane protein TolC
HAAEGAJD_00303	CDS	615	pgdA_1	3.5.1.104	COG0726	Peptidoglycan-N-acetylglucosamine deacetylase
HAAEGAJD_00304	CDS	1122		2.4.1.336	COG1215	Beta-monoglucosyldiacylglycerol synthase
HAAEGAJD_00305	CDS	768	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
HAAEGAJD_00306	CDS	2739	susC_2			TonB-dependent receptor SusC
HAAEGAJD_00307	CDS	1929				hypothetical protein
HAAEGAJD_00308	CDS	462				hypothetical protein
HAAEGAJD_00309	CDS	507				hypothetical protein
HAAEGAJD_00310	CDS	486				hypothetical protein
HAAEGAJD_00311	CDS	465				hypothetical protein
HAAEGAJD_00312	CDS	657	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HAAEGAJD_00313	CDS	354				hypothetical protein
HAAEGAJD_00314	CDS	267				hypothetical protein
HAAEGAJD_00315	CDS	1539	phrB	4.1.99.13	COG3046	(6-4) photolyase
HAAEGAJD_00316	CDS	639				hypothetical protein
HAAEGAJD_00317	CDS	690	fabG1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG1
HAAEGAJD_00318	CDS	924				hypothetical protein
HAAEGAJD_00319	CDS	696				hypothetical protein
HAAEGAJD_00320	CDS	2385				hypothetical protein
HAAEGAJD_00321	CDS	291				hypothetical protein
HAAEGAJD_00322	CDS	894				hypothetical protein
HAAEGAJD_00323	CDS	1179	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
HAAEGAJD_00324	CDS	723	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
HAAEGAJD_00325	CDS	1956	gyrB_1	5.99.1.3	COG0187	DNA gyrase subunit B
HAAEGAJD_00326	CDS	1038				hypothetical protein
HAAEGAJD_00327	CDS	849				hypothetical protein
HAAEGAJD_00328	CDS	921				hypothetical protein
HAAEGAJD_00329	CDS	960				hypothetical protein
HAAEGAJD_00330	CDS	615	yciO		COG0009	putative protein YciO
HAAEGAJD_00331	CDS	1299	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
HAAEGAJD_00332	CDS	693	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
HAAEGAJD_00333	CDS	1905	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HAAEGAJD_00334	CDS	3084	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
HAAEGAJD_00335	CDS	912	azoB	1.7.-.-		NAD(P)H azoreductase
HAAEGAJD_00336	CDS	2232	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
HAAEGAJD_00337	CDS	861	folD		COG0190	Bifunctional protein FolD protein
HAAEGAJD_00338	CDS	450				hypothetical protein
HAAEGAJD_00339	CDS	1788	lepA	3.6.5.-	COG0481	Elongation factor 4
HAAEGAJD_00340	CDS	540	nbaC	1.13.11.6		3-hydroxyanthranilate 3,4-dioxygenase
HAAEGAJD_00341	CDS	1923	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
HAAEGAJD_00342	CDS	561				hypothetical protein
HAAEGAJD_00343	CDS	1149			COG1373	putative protein
HAAEGAJD_00344	CDS	210				hypothetical protein
HAAEGAJD_00345	CDS	612				hypothetical protein
HAAEGAJD_00346	CDS	660				hypothetical protein
HAAEGAJD_00347	CDS	3510				hypothetical protein
HAAEGAJD_00348	CDS	3387	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
HAAEGAJD_00349	CDS	651				hypothetical protein
HAAEGAJD_00350	CDS	228				hypothetical protein
HAAEGAJD_00351	CDS	231				hypothetical protein
HAAEGAJD_00352	CDS	315				hypothetical protein
HAAEGAJD_00353	CDS	2079	dpp5	3.4.14.-	COG1506	Dipeptidyl-peptidase 5
HAAEGAJD_00354	CDS	447				hypothetical protein
HAAEGAJD_00355	CDS	525				hypothetical protein
HAAEGAJD_00356	CDS	705				hypothetical protein
