locus_tag	ftype	length_bp	gene	EC_number	COG	product
DGMFJBHF_00235	CDS	657	hisM		COG4160	Histidine transport system permease protein HisM
DGMFJBHF_00236	CDS	849	hisJ			putative histidine-binding protein
DGMFJBHF_00237	CDS	1290				hypothetical protein
DGMFJBHF_00238	CDS	378				hypothetical protein
DGMFJBHF_00239	CDS	219				hypothetical protein
DGMFJBHF_00240	CDS	1701	mcpP_1		COG0840	Methyl-accepting chemotaxis protein McpP
DGMFJBHF_00241	CDS	339				hypothetical protein
DGMFJBHF_00242	CDS	537	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
DGMFJBHF_00243	CDS	213				hypothetical protein
DGMFJBHF_00244	CDS	1560	comM		COG0606	Competence protein ComM
DGMFJBHF_00245	CDS	480				hypothetical protein
DGMFJBHF_00246	CDS	417				hypothetical protein
DGMFJBHF_00247	CDS	783				hypothetical protein
DGMFJBHF_00248	CDS	642				hypothetical protein
DGMFJBHF_00249	CDS	534	sigF			ECF RNA polymerase sigma factor SigF
DGMFJBHF_00250	CDS	276				hypothetical protein
DGMFJBHF_00251	CDS	279				hypothetical protein
DGMFJBHF_00252	CDS	834				hypothetical protein
DGMFJBHF_00253	CDS	750				hypothetical protein
DGMFJBHF_00254	CDS	408				hypothetical protein
DGMFJBHF_00255	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
DGMFJBHF_00256	CDS	387				hypothetical protein
DGMFJBHF_00257	CDS	639	rhaS			HTH-type transcriptional activator RhaS
DGMFJBHF_00258	CDS	753				hypothetical protein
DGMFJBHF_00259	CDS	1386	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
DGMFJBHF_00260	CDS	1257	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
DGMFJBHF_00261	CDS	573				hypothetical protein
DGMFJBHF_00262	CDS	660				hypothetical protein
DGMFJBHF_00263	CDS	855	accD	6.4.1.2	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
DGMFJBHF_00264	CDS	816	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
DGMFJBHF_00265	CDS	1218	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
DGMFJBHF_00266	CDS	645	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
DGMFJBHF_00267	CDS	414	mscL_1		COG1970	Large-conductance mechanosensitive channel
DGMFJBHF_00268	CDS	591				hypothetical protein
DGMFJBHF_00269	CDS	1008				hypothetical protein
DGMFJBHF_00270	CDS	2271	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
DGMFJBHF_00271	CDS	483				hypothetical protein
DGMFJBHF_00272	CDS	1608	esiB			Secretory immunoglobulin A-binding protein EsiB
DGMFJBHF_00273	CDS	468				hypothetical protein
DGMFJBHF_00274	CDS	585				hypothetical protein
DGMFJBHF_00275	CDS	621	rpsD		COG0522	30S ribosomal protein S4
DGMFJBHF_00276	CDS	753	ybhL		COG0670	Inner membrane protein YbhL
DGMFJBHF_00277	CDS	633	nagL	5.2.1.4		Maleylpyruvate isomerase
DGMFJBHF_00278	CDS	441	nicR		COG1846	HTH-type transcriptional repressor NicR
DGMFJBHF_00279	CDS	774				hypothetical protein
DGMFJBHF_00280	CDS	1092	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
DGMFJBHF_00281	CDS	531	fosB	2.5.1.-		Metallothiol transferase FosB
DGMFJBHF_00282	CDS	720	phaB	1.1.1.36		Acetoacetyl-CoA reductase
DGMFJBHF_00283	CDS	450				hypothetical protein
DGMFJBHF_00284	CDS	963	mdh	1.1.1.37		Malate dehydrogenase
DGMFJBHF_00285	CDS	2112				hypothetical protein
DGMFJBHF_00286	CDS	435				hypothetical protein
DGMFJBHF_00287	CDS	537				hypothetical protein
DGMFJBHF_00288	CDS	255				hypothetical protein
DGMFJBHF_00289	CDS	1101	tsaM1	1.14.14.-		Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
DGMFJBHF_00290	CDS	333				hypothetical protein
DGMFJBHF_00291	CDS	501				hypothetical protein
DGMFJBHF_00292	CDS	978	hyaC		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
DGMFJBHF_00293	CDS	420	ctb		COG2346	Group 3 truncated hemoglobin ctb
DGMFJBHF_00294	CDS	702	yghU	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YghU
DGMFJBHF_00295	CDS	1773				hypothetical protein
DGMFJBHF_00296	CDS	1035	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DGMFJBHF_00297	CDS	402				hypothetical protein
DGMFJBHF_00298	CDS	642				hypothetical protein
DGMFJBHF_00299	CDS	600	comR_1			HTH-type transcriptional repressor ComR
DGMFJBHF_00300	CDS	1791	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
DGMFJBHF_00301	CDS	1038				hypothetical protein
DGMFJBHF_00302	CDS	471				hypothetical protein
DGMFJBHF_00303	CDS	567	nfuA			Fe/S biogenesis protein NfuA
DGMFJBHF_00304	CDS	1167				hypothetical protein
DGMFJBHF_00305	CDS	1272		1.8.5.4	COG0446	Sulfide-quinone reductase
DGMFJBHF_00306	CDS	1248	bepC			Outer membrane efflux protein BepC
DGMFJBHF_00307	CDS	204				hypothetical protein
DGMFJBHF_00308	CDS	330	moeZ_1		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
DGMFJBHF_00309	CDS	1179				hypothetical protein
DGMFJBHF_00310	CDS	3210	arpB		COG0841	Antibiotic efflux pump membrane transporter ArpB
DGMFJBHF_00311	CDS	1548				hypothetical protein
DGMFJBHF_00312	CDS	1191	metK	2.5.1.6		S-adenosylmethionine synthase
DGMFJBHF_00313	CDS	1503	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
DGMFJBHF_00314	CDS	969	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
DGMFJBHF_00315	CDS	966	slyA_1		COG1846	Transcriptional regulator SlyA
DGMFJBHF_00316	CDS	612				Potassium channel
DGMFJBHF_00317	CDS	711				hypothetical protein
DGMFJBHF_00318	CDS	1254	fucP_1		COG0738	L-fucose-proton symporter
DGMFJBHF_00319	CDS	1353	fucP_2		COG0738	L-fucose-proton symporter
DGMFJBHF_00320	CDS	1461	xynC	3.2.1.136		Glucuronoxylanase XynC
DGMFJBHF_00321	CDS	1509	rebH_3	1.14.19.9		Flavin-dependent tryptophan halogenase RebH
DGMFJBHF_00322	CDS	2025		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
DGMFJBHF_00323	CDS	2859				hypothetical protein
DGMFJBHF_00324	CDS	1047	ccpA_1		COG1609	Catabolite control protein A
DGMFJBHF_00325	CDS	684				hypothetical protein
DGMFJBHF_00326	CDS	900	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
DGMFJBHF_00327	CDS	831	aviRb	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
DGMFJBHF_00328	CDS	786	arfA_2			Peptidoglycan-binding protein ArfA
DGMFJBHF_00329	CDS	789	rplU_1			50S ribosomal protein L21
DGMFJBHF_00330	CDS	471				hypothetical protein
DGMFJBHF_00331	CDS	1404	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
DGMFJBHF_00332	CDS	753	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
DGMFJBHF_00333	CDS	915	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DGMFJBHF_00334	CDS	1290				hypothetical protein
DGMFJBHF_00335	CDS	579	nudK	3.6.1.-		GDP-mannose pyrophosphatase NudK
DGMFJBHF_00336	tRNA	77				tRNA-Arg(cct)
DGMFJBHF_00337	CDS	522	carD		COG1329	RNA polymerase-binding transcription factor CarD
DGMFJBHF_00338	CDS	342	fdxA		COG1146	Ferredoxin-2
DGMFJBHF_00339	CDS	1269				hypothetical protein
DGMFJBHF_00340	CDS	465				hypothetical protein
DGMFJBHF_00341	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
DGMFJBHF_00342	CDS	369				hypothetical protein
DGMFJBHF_00343	CDS	2055	pepO	3.4.24.-	COG3590	Neutral endopeptidase
DGMFJBHF_00344	CDS	1329	steT		COG0531	Serine/threonine exchanger SteT
DGMFJBHF_00345	CDS	132				hypothetical protein
DGMFJBHF_00346	CDS	567				hypothetical protein
DGMFJBHF_00347	CDS	540				hypothetical protein
DGMFJBHF_00348	CDS	777	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
DGMFJBHF_00349	CDS	330				hypothetical protein
DGMFJBHF_00350	CDS	357				hypothetical protein
DGMFJBHF_00351	CDS	135	rpmJ		COG0257	50S ribosomal protein L36
DGMFJBHF_00352	CDS	393	slyA_2			Transcriptional regulator SlyA
DGMFJBHF_00353	CDS	849		3.4.22.-		Dipeptidyl-peptidase 6
DGMFJBHF_00354	CDS	726	cycM		COG3474	Cytochrome c-552
DGMFJBHF_00355	CDS	744	kdsB	2.7.7.90	COG1212	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase
DGMFJBHF_00356	CDS	855	pheA		COG0077	P-protein
DGMFJBHF_00357	CDS	1917	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
