locus_tag	ftype	length_bp	gene	EC_number	COG	product
MNBKOHMO_00131	CDS	921	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
MNBKOHMO_00132	CDS	633	kstR2_1			HTH-type transcriptional repressor KstR2
MNBKOHMO_00133	CDS	1356	sigI		COG1595	putative ECF RNA polymerase sigma factor SigI
MNBKOHMO_00134	CDS	381				hypothetical protein
MNBKOHMO_00135	CDS	372				hypothetical protein
MNBKOHMO_00136	CDS	1104	bioC_1	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
MNBKOHMO_00137	CDS	1227				hypothetical protein
MNBKOHMO_00138	CDS	444				hypothetical protein
MNBKOHMO_00139	CDS	831				hypothetical protein
MNBKOHMO_00140	CDS	939				hypothetical protein
MNBKOHMO_00141	CDS	894	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MNBKOHMO_00142	CDS	846	chbR			HTH-type transcriptional regulator ChbR
MNBKOHMO_00143	CDS	705	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MNBKOHMO_00144	CDS	795	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MNBKOHMO_00145	CDS	1221				hypothetical protein
MNBKOHMO_00146	CDS	768	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
MNBKOHMO_00147	CDS	591	nsaD_1	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
MNBKOHMO_00148	CDS	735		1.1.1.47	COG1028	Glucose 1-dehydrogenase
MNBKOHMO_00149	CDS	807				hypothetical protein
MNBKOHMO_00150	CDS	879				hypothetical protein
MNBKOHMO_00151	CDS	1206	fadA_1	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
MNBKOHMO_00152	CDS	432			COG2852	putative protein
MNBKOHMO_00153	CDS	2421	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
MNBKOHMO_00154	CDS	438				hypothetical protein
MNBKOHMO_00155	CDS	1797	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
MNBKOHMO_00156	CDS	705				hypothetical protein
MNBKOHMO_00157	CDS	411				hypothetical protein
MNBKOHMO_00158	CDS	540				hypothetical protein
MNBKOHMO_00159	CDS	849		4.3.2.3		Ureidoglycolate lyase
MNBKOHMO_00160	CDS	747	LRA5	1.1.1.401		2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD(+))
MNBKOHMO_00161	CDS	747		1.1.1.-		2-keto-3-deoxy-L-fuconate dehydrogenase
MNBKOHMO_00162	CDS	732	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MNBKOHMO_00163	CDS	987	siaP_1		COG1638	Sialic acid-binding periplasmic protein SiaP
MNBKOHMO_00164	CDS	576	siaQ_1		COG3090	Sialic acid TRAP transporter small permease protein SiaQ
MNBKOHMO_00165	CDS	1395	siaM_1		COG1593	Sialic acid TRAP transporter large permease protein SiaM
MNBKOHMO_00166	CDS	1527	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
MNBKOHMO_00167	CDS	1053	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
MNBKOHMO_00168	CDS	669				hypothetical protein
MNBKOHMO_00169	CDS	654	slmA		COG1309	Nucleoid occlusion factor SlmA
MNBKOHMO_00170	CDS	1401	qseC_1	2.7.13.3		Sensor protein QseC
MNBKOHMO_00171	CDS	675	qseB_1			Transcriptional regulatory protein QseB
MNBKOHMO_00172	CDS	894	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MNBKOHMO_00173	CDS	1104	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
MNBKOHMO_00174	CDS	1371	tolC_1		COG1538	Outer membrane protein TolC
MNBKOHMO_00175	CDS	1338	prsE			Type I secretion system membrane fusion protein PrsE
MNBKOHMO_00176	CDS	1812	prsD			Type I secretion system ATP-binding protein PrsD
MNBKOHMO_00177	CDS	1941				hypothetical protein
MNBKOHMO_00178	CDS	1542			COG0500	putative protein RP789
MNBKOHMO_00179	CDS	1542			COG0500	putative protein RP789
MNBKOHMO_00180	CDS	1452				hypothetical protein
MNBKOHMO_00181	CDS	2316	sapA		COG2931	S-layer protein
MNBKOHMO_00182	CDS	1359				hypothetical protein
MNBKOHMO_00183	CDS	1344				hypothetical protein
MNBKOHMO_00184	CDS	975				hypothetical protein
MNBKOHMO_00185	CDS	1674				hypothetical protein
MNBKOHMO_00186	CDS	348	arnE_1			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MNBKOHMO_00187	CDS	954		2.4.-.-		putative glycosyltransferase
MNBKOHMO_00188	CDS	1398	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MNBKOHMO_00189	CDS	1215				hypothetical protein
MNBKOHMO_00190	CDS	999		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
MNBKOHMO_00191	CDS	1227	tagH	3.6.3.40		Teichoic acids export ATP-binding protein TagH
MNBKOHMO_00192	CDS	813	kpsM		COG1682	Polysialic acid transport protein KpsM
MNBKOHMO_00193	CDS	1869	cyaA_1	4.6.1.1	COG2114	Adenylate cyclase 1
MNBKOHMO_00194	CDS	1140	mshA_2	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
MNBKOHMO_00195	CDS	972	gmd_1	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
MNBKOHMO_00196	CDS	924	rmd	1.1.1.281	COG1089	GDP-6-deoxy-D-mannose reductase
MNBKOHMO_00197	CDS	723			COG0664	Cyclic AMP receptor protein
MNBKOHMO_00198	CDS	1482	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
MNBKOHMO_00199	CDS	1134	kanE	2.4.1.301		Alpha-D-kanosaminyltransferase
MNBKOHMO_00200	CDS	1989	acr1	1.2.1.-	COG3320	Fatty acyl-CoA reductase
MNBKOHMO_00201	CDS	504				hypothetical protein
MNBKOHMO_00202	CDS	1245				hypothetical protein
MNBKOHMO_00203	CDS	666				hypothetical protein
MNBKOHMO_00204	CDS	774				hypothetical protein
MNBKOHMO_00205	CDS	447				hypothetical protein
MNBKOHMO_00206	CDS	1521	tgs1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
MNBKOHMO_00207	CDS	255				hypothetical protein
MNBKOHMO_00208	CDS	912	yngG_1	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
MNBKOHMO_00209	CDS	1221	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
MNBKOHMO_00210	CDS	939	cysL_1		COG0583	HTH-type transcriptional regulator CysL
MNBKOHMO_00211	CDS	330				hypothetical protein
MNBKOHMO_00212	CDS	1068				hypothetical protein
MNBKOHMO_00213	CDS	2085	dmsA	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
MNBKOHMO_00214	CDS	1137	livK		COG0683	Leucine-specific-binding protein
MNBKOHMO_00215	CDS	357				hypothetical protein
MNBKOHMO_00216	CDS	1170	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
MNBKOHMO_00217	CDS	1197	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
MNBKOHMO_00218	CDS	1098				hypothetical protein
MNBKOHMO_00219	CDS	768	coaX	2.7.1.33		Type III pantothenate kinase
MNBKOHMO_00220	CDS	936				hypothetical protein
MNBKOHMO_00221	CDS	669	luxR			Transcriptional activator protein LuxR
MNBKOHMO_00222	CDS	1224	cqsS_1	2.7.13.3		CAI-1 autoinducer sensor kinase/phosphatase CqsS
MNBKOHMO_00223	CDS	975				hypothetical protein
MNBKOHMO_00224	CDS	1239	cqsA	2.3.-.-	COG0156	CAI-1 autoinducer synthase
MNBKOHMO_00225	CDS	2754	secA_1		COG0653	Protein translocase subunit SecA
MNBKOHMO_00226	CDS	990	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MNBKOHMO_00227	CDS	309				hypothetical protein
MNBKOHMO_00228	tRNA	76				tRNA-Thr(tgt)
MNBKOHMO_00229	CDS	540	sspB		COG2969	Stringent starvation protein B 
MNBKOHMO_00230	CDS	612	sspA_1		COG0625	Stringent starvation protein A
MNBKOHMO_00231	CDS	759	petC		COG2857	Ammonia monooxygenase gamma subunit
MNBKOHMO_00232	CDS	1410	petB		COG1290	Cytochrome b
MNBKOHMO_00233	CDS	597	petA	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
MNBKOHMO_00234	CDS	429	mscL		COG1970	Large-conductance mechanosensitive channel
MNBKOHMO_00235	CDS	1014	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
MNBKOHMO_00236	CDS	759			COG0327	GTP cyclohydrolase 1 type 2 
MNBKOHMO_00237	CDS	1314				hypothetical protein
MNBKOHMO_00238	CDS	1143	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
MNBKOHMO_00239	CDS	801	tatC		COG0805	Sec-independent protein translocase protein TatC
MNBKOHMO_00240	CDS	441	tatB			Sec-independent protein translocase protein TatB
MNBKOHMO_00241	CDS	243	tatA		COG1826	Sec-independent protein translocase protein TatA
MNBKOHMO_00242	CDS	360		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
MNBKOHMO_00243	CDS	354				hypothetical protein
MNBKOHMO_00244	CDS	381	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MNBKOHMO_00245	CDS	390	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
MNBKOHMO_00246	CDS	792	hisF_1	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MNBKOHMO_00247	CDS	741	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
MNBKOHMO_00248	CDS	645	hisH_1	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MNBKOHMO_00249	CDS	597	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
MNBKOHMO_00250	CDS	1068	hisC2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase 2
MNBKOHMO_00251	CDS	1317	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
MNBKOHMO_00252	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MNBKOHMO_00253	CDS	1266	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MNBKOHMO_00254	CDS	246	ibaG		COG5007	Acid stress protein IbaG
MNBKOHMO_00255	CDS	786	yadH_1		COG0842	Inner membrane transport permease YadH
MNBKOHMO_00256	CDS	906	yadG_1		COG1131	putative ABC transporter ATP-binding protein YadG
MNBKOHMO_00257	CDS	273				hypothetical protein
MNBKOHMO_00258	CDS	645	mlaC		COG2854	putative phospholipid-binding protein MlaC
MNBKOHMO_00259	CDS	741	mlaA		COG2853	putative phospholipid-binding lipoprotein MlaA
MNBKOHMO_00260	CDS	489	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
MNBKOHMO_00261	CDS	783	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
MNBKOHMO_00262	CDS	816	mlaF_1	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
MNBKOHMO_00263	CDS	1467	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
MNBKOHMO_00264	CDS	4731	gltB	1.4.7.1		Ferredoxin-dependent glutamate synthase 1
MNBKOHMO_00265	CDS	705				hypothetical protein
MNBKOHMO_00266	CDS	855				hypothetical protein
MNBKOHMO_00267	CDS	588				hypothetical protein
MNBKOHMO_00268	CDS	1185	sauU_1			putative sulfoacetate transporter SauU
MNBKOHMO_00269	CDS	1149	dgt		COG0232	Deoxyguanosinetriphosphate triphosphohydrolase-like protein
MNBKOHMO_00270	CDS	1104	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
MNBKOHMO_00271	CDS	525	aroK_1	2.7.1.71	COG0703	Shikimate kinase 1
MNBKOHMO_00272	CDS	1920				hypothetical protein
MNBKOHMO_00273	CDS	2145	pilQ			Type IV pilus biogenesis and competence protein PilQ
MNBKOHMO_00274	CDS	540				hypothetical protein
MNBKOHMO_00275	CDS	678				hypothetical protein
MNBKOHMO_00276	CDS	633				hypothetical protein
MNBKOHMO_00277	CDS	1080	ftsA_2			Cell division protein FtsA
MNBKOHMO_00278	CDS	2400	mrcA		COG5009	Penicillin-binding protein 1A
MNBKOHMO_00279	CDS	330	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MNBKOHMO_00280	CDS	1281	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MNBKOHMO_00281	CDS	609	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
MNBKOHMO_00282	CDS	996	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MNBKOHMO_00283	CDS	1314	ccsA			Cytochrome c biogenesis protein CcsA
MNBKOHMO_00284	CDS	2121	ccsB			Cytochrome c biogenesis protein CcsB
MNBKOHMO_00285	CDS	690	cc4_1		COG2863	Cytochrome c4
MNBKOHMO_00286	CDS	714	engB			putative GTP-binding protein EngB
MNBKOHMO_00287	CDS	915	ephA	3.3.2.10		Epoxide hydrolase A
MNBKOHMO_00288	CDS	867	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
MNBKOHMO_00289	CDS	837	lpxL_2	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
MNBKOHMO_00290	CDS	1185	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MNBKOHMO_00291	CDS	858				hypothetical protein
MNBKOHMO_00292	CDS	216				hypothetical protein
MNBKOHMO_00293	CDS	456	decR_1		COG1522	DNA-binding transcriptional activator DecR
MNBKOHMO_00294	CDS	1347	virA	2.7.13.3		Wide host range VirA protein
MNBKOHMO_00295	CDS	111				hypothetical protein
MNBKOHMO_00296	CDS	999				hypothetical protein
MNBKOHMO_00297	CDS	984	gcvA_1			Glycine cleavage system transcriptional activator
MNBKOHMO_00298	CDS	1752				hypothetical protein
MNBKOHMO_00299	CDS	495				hypothetical protein
MNBKOHMO_00300	CDS	468				hypothetical protein
MNBKOHMO_00301	CDS	531				hypothetical protein
MNBKOHMO_00302	CDS	780	fliP		COG1338	Flagellar biosynthetic protein FliP
MNBKOHMO_00303	CDS	180				hypothetical protein
MNBKOHMO_00304	CDS	237	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
MNBKOHMO_00305	CDS	273				hypothetical protein
MNBKOHMO_00306	CDS	393	vapC_2	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
MNBKOHMO_00307	CDS	843				hypothetical protein
MNBKOHMO_00308	CDS	1170				hypothetical protein
MNBKOHMO_00309	CDS	1134	flhB		COG1377	Flagellar biosynthetic protein FlhB
MNBKOHMO_00310	CDS	1188	flhA_1		COG1298	Flagellar biosynthesis protein FlhA
MNBKOHMO_00311	CDS	396				hypothetical protein
MNBKOHMO_00312	CDS	693	crp_1			CRP-like cAMP-activated global transcriptional regulator
MNBKOHMO_00313	CDS	969				hypothetical protein
MNBKOHMO_00314	CDS	756	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
MNBKOHMO_00315	CDS	2091				hypothetical protein
MNBKOHMO_00316	CDS	264				hypothetical protein
MNBKOHMO_00317	CDS	378	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
MNBKOHMO_00318	CDS	855				hypothetical protein
MNBKOHMO_00319	CDS	1872	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MNBKOHMO_00320	CDS	540	decR_2		COG1522	DNA-binding transcriptional activator DecR
MNBKOHMO_00321	CDS	912	yjiE_2			HTH-type transcriptional regulator YjiE
