locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFAKBJDI_00184	CDS	663				hypothetical protein
NFAKBJDI_00185	CDS	783	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
NFAKBJDI_00186	CDS	381				hypothetical protein
NFAKBJDI_00187	CDS	1047	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit gamma/tau
NFAKBJDI_00188	CDS	636	tmk	2.7.4.9		Thymidylate kinase
NFAKBJDI_00189	CDS	1002	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
NFAKBJDI_00190	CDS	1017	ygfZ		COG0354	tRNA-modifying protein YgfZ
NFAKBJDI_00191	CDS	783				hypothetical protein
NFAKBJDI_00192	CDS	489				hypothetical protein
NFAKBJDI_00193	CDS	462	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
NFAKBJDI_00194	CDS	516			COG0664	Cyclic nucleotide-gated potassium channel
NFAKBJDI_00195	CDS	372				hypothetical protein
NFAKBJDI_00196	CDS	783	comB	3.1.3.71	COG2045	putative 2-phosphosulfolactate phosphatase
NFAKBJDI_00197	CDS	1407				hypothetical protein
NFAKBJDI_00198	CDS	2808				hypothetical protein
NFAKBJDI_00199	CDS	3273				hypothetical protein
NFAKBJDI_00200	CDS	1395				hypothetical protein
NFAKBJDI_00201	CDS	2355	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
NFAKBJDI_00202	CDS	1818	ccmH_1		COG3088	Cytochrome c-type biogenesis protein CcmH
NFAKBJDI_00203	CDS	1626				Folate-biopterin transporter
NFAKBJDI_00204	CDS	228				hypothetical protein
NFAKBJDI_00205	CDS	381				hypothetical protein
NFAKBJDI_00206	CDS	327			COG4654	Cytochrome c-551
NFAKBJDI_00207	CDS	1683	nirS_1	1.7.2.1		Nitrite reductase
NFAKBJDI_00208	CDS	786	cysG		COG0007	Siroheme synthase
NFAKBJDI_00209	CDS	942	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
NFAKBJDI_00210	tRNA	87				tRNA-Leu(caa)
NFAKBJDI_00211	CDS	1071	nemA_1	1.-.-.-	COG1902	N-ethylmaleimide reductase
NFAKBJDI_00212	CDS	375				hypothetical protein
NFAKBJDI_00213	CDS	1032	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
NFAKBJDI_00214	CDS	4203	rapA_1	3.6.4.-		RNA polymerase-associated protein RapA
NFAKBJDI_00215	CDS	1443				hypothetical protein
NFAKBJDI_00216	CDS	1677	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
NFAKBJDI_00217	CDS	1188	mch_1	4.2.1.148	COG2030	Mesaconyl-CoA hydratase
NFAKBJDI_00218	CDS	2019	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
NFAKBJDI_00219	CDS	1050		3.6.-.-	COG1703	putative GTPase
NFAKBJDI_00220	CDS	1755	ccr	1.3.1.86		Crotonyl-CoA reductase
NFAKBJDI_00221	CDS	978		1.3.1.103		2-haloacrylate reductase
NFAKBJDI_00222	CDS	450	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
NFAKBJDI_00223	CDS	855	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
NFAKBJDI_00224	CDS	1362	smtA	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase alpha subunit
NFAKBJDI_00225	CDS	1227	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
NFAKBJDI_00226	CDS	1221	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
NFAKBJDI_00227	CDS	1056	mcl	4.1.3.24	COG2301	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase
NFAKBJDI_00228	CDS	1059	mch_2	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
NFAKBJDI_00229	CDS	597	padE	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit gamma
NFAKBJDI_00230	CDS	1254	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
NFAKBJDI_00231	CDS	1014		1.2.7.10	COG1013	Oxalate oxidoreductase subunit beta
NFAKBJDI_00232	CDS	1623	ygfK		COG0493	Putative oxidoreductase YgfK
NFAKBJDI_00233	CDS	2730	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
NFAKBJDI_00234	CDS	1116	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
NFAKBJDI_00235	CDS	327	yajC		COG1862	Sec translocon accessory complex subunit YajC
NFAKBJDI_00236	CDS	1878	secD		COG0342	Protein translocase subunit SecD
NFAKBJDI_00237	CDS	945	secF		COG0341	Protein translocase subunit SecF
NFAKBJDI_00238	CDS	702				hypothetical protein
NFAKBJDI_00239	CDS	456	cycA_1			Cytochrome c'
NFAKBJDI_00240	CDS	333				hypothetical protein
NFAKBJDI_00241	CDS	333				hypothetical protein
NFAKBJDI_00242	CDS	1368	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
NFAKBJDI_00243	CDS	609	yibF_1		COG0625	putative GST-like protein YibF
NFAKBJDI_00244	CDS	960	motB_1		COG1360	Motility protein B
NFAKBJDI_00245	CDS	858	motA		COG1291	Motility protein A
NFAKBJDI_00246	CDS	540	nudC_1	3.6.1.22		NADH pyrophosphatase
NFAKBJDI_00247	CDS	264				hypothetical protein
NFAKBJDI_00248	CDS	762				hypothetical protein
NFAKBJDI_00249	CDS	504	ecfG			ECF RNA polymerase sigma factor EcfG
NFAKBJDI_00250	CDS	375				hypothetical protein
NFAKBJDI_00251	CDS	1122			COG3177	putative protein
NFAKBJDI_00252	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
NFAKBJDI_00253	CDS	576	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
NFAKBJDI_00254	CDS	612	rplY			50S ribosomal protein L25
NFAKBJDI_00255	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
NFAKBJDI_00256	tRNA	77				tRNA-Gln(ttg)
NFAKBJDI_00257	CDS	861	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
NFAKBJDI_00258	CDS	624	lolB		COG3017	Outer-membrane lipoprotein LolB
NFAKBJDI_00259	CDS	1761	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
NFAKBJDI_00260	CDS	828	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NFAKBJDI_00261	CDS	1956		3.6.5.5	COG0699	Bacterial dynamin-like protein
NFAKBJDI_00262	CDS	555	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
NFAKBJDI_00263	CDS	342				hypothetical protein
NFAKBJDI_00264	CDS	672	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
NFAKBJDI_00265	CDS	222				hypothetical protein
NFAKBJDI_00266	CDS	678		3.5.2.6		Metallo-beta-lactamase L1 type 3
NFAKBJDI_00267	CDS	774	mlhB	3.1.1.83		Monoterpene epsilon-lactone hydrolase
NFAKBJDI_00268	CDS	558				hypothetical protein
NFAKBJDI_00269	CDS	1098	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
NFAKBJDI_00270	CDS	645	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
NFAKBJDI_00271	CDS	1677	dadA	1.4.99.-		D-amino acid dehydrogenase
NFAKBJDI_00272	CDS	435	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
NFAKBJDI_00273	CDS	1020				hypothetical protein
NFAKBJDI_00274	CDS	789	fpr	1.18.1.2	COG1018	Ferredoxin--NADP reductase
NFAKBJDI_00275	CDS	927	cysL_1		COG0583	HTH-type transcriptional regulator CysL
NFAKBJDI_00276	CDS	156				hypothetical protein
NFAKBJDI_00277	CDS	510				hypothetical protein
NFAKBJDI_00278	CDS	171				hypothetical protein
NFAKBJDI_00279	CDS	1200				hypothetical protein
NFAKBJDI_00280	CDS	1620	hsdM_1	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
NFAKBJDI_00281	CDS	1146	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
NFAKBJDI_00282	CDS	1164				hypothetical protein
NFAKBJDI_00283	CDS	1071				hypothetical protein
NFAKBJDI_00284	CDS	2730	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
NFAKBJDI_00285	CDS	435				hypothetical protein
NFAKBJDI_00286	CDS	291				hypothetical protein
NFAKBJDI_00287	CDS	2142	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
NFAKBJDI_00288	CDS	1281				hypothetical protein
NFAKBJDI_00289	CDS	17565	cya_2			Bifunctional hemolysin/adenylate cyclase
NFAKBJDI_00290	CDS	435	mscL		COG1970	Large-conductance mechanosensitive channel
NFAKBJDI_00291	CDS	2772		3.4.24.-	COG0612	putative zinc protease
NFAKBJDI_00292	CDS	288				hypothetical protein
NFAKBJDI_00293	CDS	732				hypothetical protein
NFAKBJDI_00294	CDS	1614	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
NFAKBJDI_00295	CDS	1188				hypothetical protein
NFAKBJDI_00296	CDS	828	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NFAKBJDI_00297	CDS	513	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NFAKBJDI_00298	CDS	1098			COG1305	putative protein
NFAKBJDI_00299	CDS	480	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
NFAKBJDI_00300	CDS	780				hypothetical protein
NFAKBJDI_00301	CDS	858	atpG_1			ATP synthase gamma chain
NFAKBJDI_00302	CDS	630				hypothetical protein
NFAKBJDI_00303	CDS	1206	recF_1			DNA replication and repair protein RecF
NFAKBJDI_00304	CDS	597				hypothetical protein
NFAKBJDI_00305	CDS	1194	recF_2			DNA replication and repair protein RecF
NFAKBJDI_00306	CDS	3579				hypothetical protein
NFAKBJDI_00307	CDS	3387	rapA_2	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
NFAKBJDI_00308	CDS	1494	atpA_1	3.6.3.14	COG0056	ATP synthase subunit alpha
NFAKBJDI_00309	CDS	747	atpF_1			ATP synthase subunit b, sodium ion specific
NFAKBJDI_00310	CDS	267	atpE_1			ATP synthase subunit c, sodium ion specific
NFAKBJDI_00311	CDS	711	atpB_1		COG0356	ATP synthase subunit a
NFAKBJDI_00312	CDS	273				hypothetical protein
NFAKBJDI_00313	CDS	405	atpC_1			ATP synthase epsilon chain
NFAKBJDI_00314	CDS	1350	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
NFAKBJDI_00315	CDS	369				Soluble cytochrome b558
NFAKBJDI_00316	CDS	1254	nagAa	1.18.1.7		Naphthalene 1,2-dioxygenase/salicylate 5-hydroxylase systems, ferredoxin--NAD(P)(+), reductase component
NFAKBJDI_00317	CDS	315				hypothetical protein
NFAKBJDI_00318	CDS	609				hypothetical protein
NFAKBJDI_00319	CDS	1059	acr3		COG0798	Arsenical-resistance protein Acr3
NFAKBJDI_00320	CDS	375	hlyU		COG0640	Transcriptional activator HlyU
NFAKBJDI_00321	CDS	1011	gap3	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 3
NFAKBJDI_00322	CDS	1299				hypothetical protein
NFAKBJDI_00323	CDS	1140				hypothetical protein
NFAKBJDI_00324	CDS	1386	eno_1	4.2.1.11		Enolase
NFAKBJDI_00325	CDS	3063	mdtC		COG0841	Multidrug resistance protein MdtC
NFAKBJDI_00326	CDS	1122	cnrB			Nickel and cobalt resistance protein CnrB
NFAKBJDI_00327	CDS	2580	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
NFAKBJDI_00328	CDS	1962	glgE1	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 1
NFAKBJDI_00329	CDS	1209	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
NFAKBJDI_00330	CDS	687	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NFAKBJDI_00331	CDS	477	rimI	2.3.1.128	COG0456	Ribosomal-protein-alanine acetyltransferase
NFAKBJDI_00332	CDS	864	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
NFAKBJDI_00333	CDS	657	lemA		COG1704	Protein LemA
NFAKBJDI_00334	CDS	930				hypothetical protein
NFAKBJDI_00335	CDS	498				hypothetical protein
NFAKBJDI_00336	CDS	522	lrp_1		COG1522	Leucine-responsive regulatory protein
NFAKBJDI_00337	CDS	1623	ipdC	4.1.1.74	COG3961	Indole-3-pyruvate decarboxylase
NFAKBJDI_00338	CDS	1263	lplT_1			Lysophospholipid transporter LplT
NFAKBJDI_00339	CDS	903	cysL_2		COG0583	HTH-type transcriptional regulator CysL
